"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0040029","epigenetic regulation of gene expression","116/4439","346/18842",0.335260115606936,1.42306174775082,4.40931338987049,1.4184141087219e-05,0.000380834473026701,0.000380834473026701,"H2AJ/HDAC2/CUL4B/RBBP4/PCGF6/MTF2/VPS72/RNF8/ZNF512/ZNF335/LRIF1/ATRX/DOT1L/RLIM/TRIM37/ZNFX1/SIRT2/CBX1/DCAF16/RB1/ERI2/PHF19/HDAC6/GPX1/HNRNPK/KMT2A/CIZ1/RING1/AUTS2/HDAC4/RNF2/BRD7/MGA/HDAC8/SPI1/BAP1/MECP2/SKP1/MAX/ARID1A/APEX1/MYC/SIRT7/LBR/RRP8/SUV39H2/MPHOSPH8/JARID2/PPHLN1/SUZ12/EZH2/NOC2L/H2AZ2/L3MBTL2/IFI16/H2AC6/H3-3B/PHF1/RBBP5/EHMT2/ASH2L/TRIM27/SMARCA4/DAXX/ALKBH4/EPOP/ATF7IP/ARID5B/WBP2/ARID1B/CBX8/LMNA/APOBEC3A/SETDB1/H3-3A/PCID2/BAZ1A/H1-0/PHF8/DPY30/SMARCA2/BRCA1/HNRNPU/H1-2/ZNF512B/RYBP/ZNF445/BCORL1/RBM14/CBX6/METTL23/SPTY2D1/E2F6/DYRK1A/YTHDC1/ERI1/CGGBP1/EGR1/CUL4A/KDM1A/USP21/SMARCAD1/BAHD1/APOBEC3F/TASOR/CSNK2A1/STPG4/MTA1/MIS18BP1/TP53/MACROH2A1/TPR/ATF2/PIWIL2/SMARCD1/PCGF3",116
"BP","GO:0032210","regulation of telomere maintenance via telomerase","24/4439","45/18842",0.533333333333333,2.26381317113464,4.71208298535286,1.49050726452347e-05,0.000398371941609,0.000398371941609,"TCP1/PTGES3/TERF1/TNKS2/PML/FBXO4/NAF1/TERF2/HNRNPD/CCT3/CTNNB1/CCT6A/POT1/DCP2/HNRNPC/PARN/HNRNPA1/HNRNPU/ATM/CCT7/PIF1/HSP90AA1/TP53/CCT4",24
"BP","GO:0045444","fat cell differentiation","71/4439","191/18842",0.371727748691099,1.57785407543088,4.45606862092017,1.56229646138588e-05,0.000415669827735248,0.000415669827735248,"TGFB1/CREBL2/ZFP36L2/ZBTB7A/ANKRD26/ZC3H12A/EGR2/TMEM120A/XBP1/CEBPB/PPARD/PIM1/CBY1/BBS7/ATF5/E2F1/SIRT2/SYAP1/BBS2/NR4A1/TFE3/AKT2/ASXL2/WNT5A/SLC39A13/ZNF385A/TMEM64/TRIB2/ID2/CREB1/FFAR2/CLIP3/ZFP36L1/CEBPA/BMP2/TMEM120B/PIAS1/CUL2/OSBPL11/CCDC85B/PTGS2/ALOX5/TNF/NR1D1/TRIB3/PER2/FAM120B/HNRNPU/SDF4/ERAP1/AKT1/NR4A3/ASXL1/YTHDC1/SMAD3/PPARG/FTO/METRNL/TLE3/MAFB/NAPEPLD/NOCT/PIN1/ZBTB16/ZFP36/SMAD6/IL6/ATF2/APPBP2/CMKLR1/WNT5B",71
"BP","GO:0006606","protein import into nucleus","56/4439","142/18842",0.394366197183099,1.67394635893759,4.47524449707769,1.70519208287517e-05,0.000451645470599368,0.000451645470599368,"TGFB1/NUP214/SNUPN/ZC3H12A/BCL3/XBP1/IPO8/NUP88/STK3/HIKESHI/NUP133/CFL1/BAG3/SQSTM1/SYK/NUP98/PRICKLE1/NUP107/NOTCH1/SUMO1/ECT2/GPN3/EFCAB7/ZPR1/APPL1/TNPO2/POM121C/FAM53C/UFM1/NUP35/POM121/KPNA4/NUP153/TARDBP/IPO9/NUP50/KPNA2/EIF4ENIF1/MDFIC/AKIRIN2/FLNA/NUP155/CDK1/AKT1/RANBP2/RAB23/SMAD3/HSP90AA1/SUFU/NFKBIA/TRAF3IP2/ASF1A/ASF1B/PRKCD/TPR/ATF2",56
"BP","GO:0016032","viral process","126/4439","383/18842",0.328981723237598,1.39641217148971,4.35121306357563,1.72228049551752e-05,0.000454125978190271,0.000454125978190271,"VAPA/CD80/LAMP1/ICAM1/TNFRSF14/ZC3H12A/DDX3X/BCL2/TRIM5/DDX6/CCL2/MIR221/APOBEC3H/TRIM8/ILF3/CD81/CSNK1A1/ZNFX1/DAG1/CD55/ST3GAL1/FAM111A/LAMP3/USF1/OASL/ST6GALNAC4/TRIM25/IFITM1/TRIM21/IRF7/ADARB1/SLAMF1/ISG20/LARP7/SLC3A2/CCL5/DYNLT1/CBL/INPP5K/CCR5/IFITM2/PDE12/RAB43/APOBEC3G/NECTIN4/NOTCH1/PTBP1/IFI16/SLPI/TNFRSF4/HSPA1B/CHMP1B/HCFC1/CLEC5A/PDCD6IP/TRIM27/RNASEL/LGALS9/SLC7A1/JPT2/DENR/HCFC2/MGAT4B/RAB1B/SRPK2/PABPC1/OAZ2/TRIM62/UBP1/GAS6/APOBEC3A/RAD23A/CANX/TNF/EPS15/NUP153/TRIM11/CTSL/ARL8B/DDX5/TRIM13/KPNA2/CHMP1A/EIF3B/VPS37B/MDFIC/TFRC/USF2/CHMP7/CDK1/IFITM3/CXCL8/CCNK/SRC/NECTIN2/ST6GAL1/MYH10/IFIT5/GRK2/ZC3HAV1/EIF3G/TMEM250/XPR1/FURIN/APOBEC3F/TMEM41B/ITGB7/VPS37C/CHMP4BP1/CHMP2A/APOE/PTX3/LGALS1/HSPA1A/VCP/RAB1A/LDLR/TP53/IFNB1/ZFP36/TOP2B/CTSB/AXL/LRP1/LTF/CHMP4B",126
"BP","GO:0045787","positive regulation of cell cycle","106/4439","312/18842",0.33974358974359,1.44209252488144,4.37140279895212,1.73137342289133e-05,0.000454485523508975,0.000454485523508975,"TGFB1/IL1A/SLF2/CSPP1/SOX15/RGCC/CCDC57/DDX3X/EREG/MAP3K7/RRM2/PIM1/CPSF3/KAT5/MIR221/ATRX/FGFR1/MAP10/ESPL1/LSM11/PDGFB/SIRT2/RB1/NSFL1C/ANAPC7/CCND1/DBF4/NUDT16/HSF1/RAD21/TRIM21/FNTB/HES1/CCPG1/DYNLT1/CDC25B/RCC2/LSM10/EZH2/CEP295/NKX3-1/EDN1/TTL/CDC7/ECT2/EIF4G1/ADAM17/DBF4B/ROCK2/SMC2/HCFC1/INCENP/CCND2/IL1B/EIF4E/UBXN2B/SRPK2/DYNC1H1/ZPR1/SPAST/RACGAP1/PAGR1/SPHK1/ANKRD17/EPGN/ZNF16/RAD23A/GEN1/DYNLT3/PLK4/MBLAC1/DYNC1LI1/TNF/SPAG5/PRMT6/HNRNPU/RAB11FIP3/ARF6/CDK1/IL10/AKT1/DUSP3/WIZ/USP22/RHOA/KIF23/RARA/NCAPH2/EXOC7/RDX/USP2/CEP120/PPP1R35/PKP4/DYNC1I2/ATAD5/SASS6/GPSM2/CITED2/CDC23/MACROH2A1/TPR/RPS6KB1/DYNLL1/NDC80/WNK1",106
"BP","GO:0000281","mitotic cytokinesis","44/4439","104/18842",0.423076923076923,1.79581333287123,4.51787624303029,1.7412997224969e-05,0.000455059660812523,0.000455059660812523,"CUL4B/MITD1/EXOC5/LZTS2/ESPL1/CFL1/SNX9/EXOC4/EXOC2/ECT2/ROCK2/ARF1/STAMBP/CHMP1B/SNX33/PDCD6IP/CKAP2/INCENP/IST1/APC/EXOC1/SPAST/RACGAP1/TTC19/EXOC6/IER3IP1/KLHDC8B/IQGAP2/RHOB/RAB11FIP3/CHMP1A/CHMP7/ARF6/RHOA/KIF23/MYH10/CUL4A/EXOC7/RAB35/CHMP4BP1/CHMP2A/IQGAP3/CHMP4B/WNK1",44
"BP","GO:0000910","cytokinesis","72/4439","195/18842",0.369230769230769,1.56725527232398,4.42037819891366,1.78148580313623e-05,0.000463501616037213,0.000463501616037213,"CUL4B/CSPP1/WASHC5/PLEC/MITD1/EXOC5/LZTS2/MAP10/ESPL1/SETD2/CFL1/KLHL21/SNX9/BIN3/ORC4/SEPTIN10/CALM2/CDC25B/EXOC4/AHCTF1/CECR2/BIRC6/EXOC2/ECT2/ROCK2/ARF1/STAMBP/CHMP1B/SNX33/CCP110/PDCD6IP/CKAP2/INCENP/ENTR1/IST1/ALKBH4/APC/EXOC1/SPAST/RACGAP1/ATXN10/TTC19/EXOC6/CALM3/KLHL13/IER3IP1/SPIRE2/KLHDC8B/IQGAP2/RHOB/RAB11FIP3/CHMP1A/CCDC66/CHMP7/PIK3C3/ARF6/RHOA/PLK3/KIF23/MYH10/ANXA11/CUL4A/EXOC7/RAB35/RAB11FIP4/CHMP4BP1/CHMP2A/PKP4/PIN1/IQGAP3/CHMP4B/WNK1",72
"BP","GO:0002687","positive regulation of leukocyte migration","55/4439","139/18842",0.39568345323741,1.67953764944791,4.46409423470202,1.80356004712434e-05,0.000467177668594322,0.000467177668594321,"TGFB1/ADAM8/TNFRSF18/ZNF580/CCL20/ICAM1/TNFRSF14/RTN4/VEGFA/CCL2/CCL3/IL23A/FPR2/FUT4/CCL7/CD74/SPI1/WNT5A/CCR7/AKIRIN1/CCL5/VEGFB/OXSR1/C3AR1/EDN1/ADAM17/MOSPD2/LGALS9/GAS6/RIPOR2/CCR2/LGALS3/CSF1/RAC1/MAPK1/RAC2/TNF/CXCL8/F2RL1/RHOA/CCR1/C5AR1/TNFSF18/FUT7/CCL4/P2RX4/DNM1L/SERPINE1/MIA3/THBS1/IL6/NEDD9/CMKLR1/WNK1/ANO6",55
"BP","GO:0033108","mitochondrial respiratory chain complex assembly","42/4439","98/18842",0.428571428571429,1.81913558394748,4.51342010849226,1.83959137851151e-05,0.000474420934458231,0.000474420934458231,"CHCHD4/SDHAF3/OMA1/NDUFS2/COA8/COX18/SDHAF4/TIMMDC1/RAB5IF/NDUFAF5/CEP89/SCO2/COA7/SDHAF1/MT-ND2/TMEM126B/ATP5F1D/NUBPL/NDUFS7/COA6/UQCRFS1/CHCHD7/AIFM1/COA4/NDUFAF1/TTC19/MT-ND5/SLC25A33/COX11/NDUFAF7/NDUFS1/MT-ND6/MT-ND4/LYRM7/COA5/TMEM186/NDUFAF8/MT-ND1/TIMM21/NDUFAF4/TMEM223/COX17",42
"BP","GO:1902750","negative regulation of cell cycle G2/M phase transition","34/4439","74/18842",0.459459459459459,1.95024445486261,4.5468462966656,1.94708603530706e-05,0.000499950475441289,0.000499950475441289,"TRIM39/FHL1/TAOK3/ATF5/DBF4/RAD21/MRNIP/STK35/MRE11/CDC7/PDIK1L/BRCC3/CDKN1A/GTPBP4/ETAA1/TOPBP1/GPR132/BRCA1/RAD17/FZR1/ATM/CDK1/MBTPS2/NOP53/INTS3/RAD50/PABIR1/WEE1/TAOK1/NABP1/TAOK2/ABRAXAS1/MACROH2A1/MIIP",34
"BP","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","81/4439","226/18842",0.358407079646018,1.52131250161979,4.37700700110312,1.96556932379064e-05,0.000500326736964889,0.000500326736964889,"TGFB1/VAPA/IL1A/RELA/ECM1/MAP3K7/TAB3/TRIM5/CD40/VEGFA/TRIM8/SECTM1/HUWE1/TMEM9B/DHX15/IL1R1/PARP1/LITAF/TRIM25/IKBKB/GAPDH/LPAR1/IKBKG/CD74/TRAF1/REL/CCR7/NAMPT/DDX1/DDX21/ECT2/CLEC7A/HSPA1B/BCL10/LGALS9/IL1B/LTB/TRIM62/TMED4/ANKRD17/IRAK3/IRAK4/IKBKE/APOL3/TLR2/TNF/TICAM1/TRIM13/BIRC3/TFRC/FLNA/IRAK1/F2RL1/RHOA/TLR8/TNIP2/NDFIP1/IFIT5/IL1RAP/SHARPIN/ZC3HAV1/TLR4/PBLD/FLOT1/IRAK2/PSMA6/TRAF3IP2/RIPK2/MYD88/CASP10/GOLT1B/FBXW11/LGALS1/HSPA1A/PRDX3/SLC35B2/MIB2/TFG/LTF/TNFRSF10B/TNFSF10",81
"BP","GO:0050870","positive regulation of T cell activation","81/4439","226/18842",0.358407079646018,1.52131250161979,4.37700700110312,1.96556932379064e-05,0.000500326736964889,0.000500326736964889,"TGFB1/ADAM8/CD80/IL1A/TNFRSF14/XBP1/CCL2/KAT5/SOCS5/CD81/NFKBID/CD55/IL23A/HAVCR2/BRD2/ZMIZ1/PIK3R6/CD5/BRD7/CD70/ARID1A/CCR7/SLAMF1/CCL5/PRKAA1/NCK1/HSPH1/ACTB/NLRP3/HLA-DPA1/HLA-E/PBRM1/HLA-A/RUNX1/HLA-DMA/IL2RG/EBI3/FOXO3/LGALS9/SLC7A1/SMARCA4/IL1B/TYK2/MTOR/HLA-DPB1/ARID1B/MAP3K8/BCL6/NFKBIZ/HLA-DRA/CCR2/DUSP10/PTPN6/SMARCC2/IL12RB1/LILRB2/IL4I1/SMARCA2/SOCS1/CD276/IL7/TFRC/AKT1/RHOA/ACTL6A/SRC/RARA/LYN/RHOH/SOX4/LILRB4/SMARCD2/PNP/SART1/NKAP/ZBTB16/IL6/KLHL25/SMARCD1/VAV1/CD160",81
"BP","GO:0090169","regulation of spindle assembly","20/4439","35/18842",0.571428571428571,2.42551411192997,4.68612477157196,1.99864776707645e-05,0.0005065538306211,0.0005065538306211,"EML3/NAT9/HSPA1B/CHMP1B/DYNC1H1/RIPOR2/SPAG5/HNRNPU/CHMP1A/SENP6/CHMP7/CEP97/DRG1/CHMP4BP1/CHMP2A/SASS6/HSPA1A/GPSM2/TPR/CHMP4B",20
"BP","GO:0061640","cytoskeleton-dependent cytokinesis","52/4439","130/18842",0.4,1.69785987835098,4.4324910679261,2.12050426942761e-05,0.000535131549537954,0.000535131549537954,"CUL4B/WASHC5/PLEC/MITD1/EXOC5/LZTS2/ESPL1/CFL1/SNX9/BIN3/ORC4/SEPTIN10/EXOC4/CECR2/EXOC2/ECT2/ROCK2/ARF1/STAMBP/CHMP1B/SNX33/PDCD6IP/CKAP2/INCENP/IST1/ALKBH4/APC/EXOC1/SPAST/RACGAP1/TTC19/EXOC6/IER3IP1/SPIRE2/KLHDC8B/IQGAP2/RHOB/RAB11FIP3/CHMP1A/CHMP7/ARF6/RHOA/KIF23/MYH10/CUL4A/EXOC7/RAB35/CHMP4BP1/CHMP2A/IQGAP3/CHMP4B/WNK1",52
"BP","GO:1903829","positive regulation of protein localization","146/4439","457/18842",0.319474835886214,1.35605876498492,4.27775621572769,2.16512718577655e-05,0.000544057600528466,0.000544057600528466,"TGFB1/TCP1/ADAM8/IL1A/DVL1/GHRL/ZC3H12A/APBB1/CEP250/UBE2D3/XBP1/EPB41/PPARD/RTN4/TM7SF3/VEGFA/TMED10/TM2D3/EZR/PRKCI/CD81/HUWE1/PRKACB/DAG1/VPS35/PARP1/ITGA3/RAB29/ADAM9/NR1H2/PML/LIMK2/NECAB2/CFL1/BAG3/ADORA2A/SQSTM1/BAP1/RHOG/WNT5A/LARP7/PLA2G6/PRKAA1/BAIAP3/SREBF2/TERF2/SLC5A3/EDN1/EDEM1/PPP1R9B/CCT3/ECT2/EIF4G1/CENPQ/ROCK2/NPEPPS/CLIP3/HCAR2/SNX33/MLXIPL/EFCAB7/ENTR1/ACHE/IL1B/TYK2/CCT6A/APC/BMP6/OAZ2/MEPCE/VPS11/SAR1A/MCRS1/ZPR1/ABAT/CD33/GAS6/HTRA2/EMD/LRRC8A/ABHD17A/PIAS1/LGALS3/MAPRE1/FBXW7/CDKN2A/RAC1/HSPA1L/PRNP/DTX3L/MICALL2/MESD/TLR2/SESN2/RAC2/IER3IP1/TNF/CTNND1/PTPN9/STX4/PDCD10/TARDBP/SEC31B/CIB1/CDK9/TFRC/FLNA/FFAR1/ARF6/CDK1/AKT1/NMD3/CCT7/F2RL1/VIM/ATP2B4/PLK3/NLGN2/USP36/VAMP2/SMAD3/TNFAIP6/MYH10/PPARG/HSP90AA1/TLR4/SEC24D/SOX4/PPP3CB/RDX/PGRMC1/GIPR/NMT1/LAMB1/APOE/DNM1L/GPD1L/GPSM2/RIPOR1/PRKCD/APBB3/TPR/NEDD9/LRP1/DYNLL1/CCT4",146
"BP","GO:0050729","positive regulation of inflammatory response","63/4439","166/18842",0.379518072289157,1.61092127012216,4.38899841834994,2.19359487482744e-05,0.000548865441020654,0.000548865441020654,"TGFB1/ADAM8/GBP1/IL1A/PDE2A/GPSM3/NLRC4/CEBPB/CCL3/GRN/ABCC1/CD81/IL1R1/IL23A/MAPK13/CARD8/NEAT1/CCL7/TRAF1/WNT5A/CCR7/CCL5/NLRP1/NLRP3/HLA-E/GBP5/GBP2/C2CD4B/NINJ1/SNX4/NLRP6/FFAR2/FFAR3/IL1B/TTC1/CEBPA/MAP3K8/NFKBIZ/RPS19/CCR2/PTGS2/MAPK1/GBP3/TLR2/TNF/NLRP12/IFI35/CCR1/PTGER4/LRRK2/TNFSF18/IL1RAP/TLR4/NFKBIA/PTGER3/AIM2/NAPEPLD/ZDHHC9/SERPINE1/LGALS1/LDLR/MMP8/IL6",63
"BP","GO:0007264","small GTPase-mediated signal transduction","155/4439","490/18842",0.316326530612245,1.34269531196123,4.26709753708393,2.20331601174262e-05,0.000548961785976551,0.000548961785976551,"RRAD/ARFGEF1/RASSF1/ARHGAP25/DBNL/ARHGEF3/RALA/VAV3/RTN4/MYO9A/SOS2/ARHGEF2/FNTA/WASF1/RASAL1/TGM2/MAPKAP1/CSNK1A1/DENND1A/ARHGEF10L/DAG1/RB1/RAP1GAP/SYNPO2/ITGA3/DOCK11/TNK2/ARHGEF1/AUTS2/SPRY1/RALB/ABR/LPAR1/RAB9A/CFL1/NRAS/SQSTM1/ARHGAP4/RHOG/PHACTR4/GARRE1/WNT5A/CCR7/CDC42SE1/ARHGAP12/TAGAP/RASGRP3/RASGRP2/PPP1CB/SCAI/DLC1/DENND4B/RAB33B/NOTCH1/NTN1/ECT2/CYTH2/CSNK1E/ROCK2/DENND3/SIAH2/STAMBP/ELMO1/CYTH4/DOK2/PPP2CB/MAPKAPK5/RIN2/SPRY2/PLD2/SHTN1/GNA13/STARD8/DVL3/RACGAP1/RGL4/CDKN1A/PSD/RIPOR2/PLEKHG6/FGD3/DOK1/FGD2/EPS8/RASGEF1B/CDKN2A/VAV2/NUCB1/RAC1/CTNNAL1/RALGDS/MICALL2/MYO9B/RGL1/ARHGDIA/HEG1/RAC2/IQSEC1/RGL2/RHOB/DOK3/RRAS2/FARP1/CDKL5/SOS1/RAPGEF1/RAB12/SIPA1L2/ARHGAP33/ARF6/CDC42EP4/CELSR1/F2RL1/GDI1/RHOA/GARNL3/SRC/KBTBD6/LRRK2/RAPGEF2/RIT1/DOCK4/ABCA1/RAF1/NF1/GDI2/MFN2/KBTBD7/GNA12/RHOH/ITSN1/FARP2/PPP1CC/RDX/RAB35/CYTH1/DNMBP/DOCK6/APOE/PKP4/NET1/GMIP/ARFGAP1/PIN1/RIPOR1/TP53/CRKL/RAP2C/RASA3/CHM/GIT2/RAP1GAP2/VAV1/RAP2B/WNK1",155
"BP","GO:0007004","telomere maintenance via telomerase","29/4439","60/18842",0.483333333333333,2.05158068634077,4.52913613944366,2.4074242497684e-05,0.000594775402883958,0.000594775402883958,"TCP1/PTGES3/TERF1/XRCC5/TNKS2/PML/FBXO4/NAF1/TERF2/MRE11/HNRNPD/CCT3/CTNNB1/CCT6A/POT1/DCP2/HNRNPC/PARN/HNRNPA1/HNRNPU/RPA1/ATM/CCT7/TNKS1BP1/RAD50/PIF1/HSP90AA1/TP53/CCT4",29
"BP","GO:0070301","cellular response to hydrogen peroxide","29/4439","60/18842",0.483333333333333,2.05158068634077,4.52913613944366,2.4074242497684e-05,0.000594775402883958,0.000594775402883958,"HDAC2/ZNF580/RELA/PCNA/TNFAIP3/MAPK13/HDAC6/CFL1/PRKAA1/MAP1LC3A/EDN1/ECT2/LCN2/IL18BP/CBX8/AIFM1/MYB/PPIF/RHOB/SETX/CDK1/MAPK7/ANKZF1/NFE2L2/NET1/ERN1/PRKCD/IL6/TOP2B",29
"BP","GO:0006979","response to oxidative stress","130/4439","400/18842",0.325,1.37951115116017,4.25910743362054,2.45476617264406e-05,0.000603934104399459,0.000603934104399459,"HDAC2/ZNF580/PNKP/PSMC4/ZC3H12A/RELA/PSMC6/SELENOS/XBP1/MICB/ABCC1/MET/PCNA/COA8/NFE2L1/MAPKAP1/PEX13/SIRT2/PARP1/TNFAIP3/ADPRS/MAPK13/HDAC6/ADAM9/GPX1/TRIM25/PML/ERCC6L2/CFL1/ALAD/PSMB2/ATE1/PEX12/BRF2/HGF/PRKAA1/PSMC3/SLC23A2/OXSR1/BLOC1S6/MAP1LC3A/LONP1/EDN1/GCH1/ECT2/MIR132/LCN2/PSMB6/HSPA1B/RAD52/FOXO3/TXNIP/FOS/IL18BP/OXR1/SESN3/BTG1/PSIP1/CBX8/HTRA2/SP1/AIFM1/PDLIM1/SRXN1/GSR/MT-ND5/PTGS2/PRNP/MAP2K4/ATP7A/SESN2/ADRM1/MYB/PPIF/PSMA7/ALOX5/MT-CO1/VKORC1L1/STX4/PDCD10/LIAS/RHOB/GPX3/ERCC3/SETX/ATM/G6PD/EIF2S1/CDK1/AKT1/MAPK7/ANKZF1/ATOX1/SRC/PLK3/LRRK2/NFE2L2/HIF1A/SOD2/MSRA/NAPRT/SELENON/FER/IPCEF1/PSME1/MT-ND1/PSMA1/PSMB4/NUDT2/RGS14/PSMA6/NCOA7/SLC11A2/MT-ND3/APOE/PNPLA8/NET1/HSPA1A/PRDX3/ERCC8/ERN1/TP53/PRKCD/GPX4/IL6/MACROH2A1/TOP2B/ATF4/ATF2/SELENOK",130
"BP","GO:2000781","positive regulation of double-strand break repair","42/4439","99/18842",0.424242424242424,1.80076047703892,4.43474590411684,2.47307775272391e-05,0.000604191821387336,0.000604191821387336,"SLF2/MORF4L2/PNKP/VPS72/RNF8/KAT5/MBTD1/SKP2/MEAF6/HELQ/FUS/PARP1/DPF2/BRD7/MRNIP/ARID1A/MAD2L2/RNF126/MRE11/ACTB/PBRM1/SMARCA4/UBE2V2/BRD8/ARID1B/EP400/ING3/SMARCC2/BCL7A/SPIRE2/SMARCA2/YEATS4/ATM/PRKDC/ACTL6A/RAD50/DYRK1A/TRRAP/SMARCD2/BCL7B/TOP2B/SMARCD1",42
"BP","GO:0050727","regulation of inflammatory response","138/4439","429/18842",0.321678321678322,1.36541179028226,4.25027462803749,2.47636443799911e-05,0.000604191821387336,0.000604191821387336,"TGFB1/ADAM8/GBP1/IL1A/PDE2A/GHRL/RELA/GPSM3/SELENOS/NLRC4/CEBPB/PPARD/PPARA/CCL3/MIR221/GRN/ABCC1/SOCS5/CD81/PRKAR1B/ABHD12/IL1R1/VPS35/RB1/IL23A/TNFAIP3/CYLD/PRMT2/MAPK13/CARD8/FPR2/NR1H2/PDCD1/NEAT1/CCL7/TRAF1/SKP1/WNT5A/CCR7/CCL5/SYK/RHBDF2/NLRP1/NLRP3/HLA-E/CCN3/CALHM2/GBP5/IFI16/GBP2/C2CD4B/NINJ1/SNX4/NLRP6/FFAR2/FFAR3/DNASE1/MAPK14/IL1B/FCGR2B/ELF4/TTC1/PRKAR1A/CD69/CEBPA/MEFV/MAP3K8/BCL6/NFKBIZ/ACOD1/SLC39A8/SPHK1/RPS19/CCR2/PTPN6/EDNRB/CST7/PTGS2/MAPK1/GBP3/PTGES/AHR/TLR2/ALOX5/TNF/NR1D1/NLRP12/IFI35/TNFAIP8L2/BIRC3/IL1R2/IL10/CD200R1/MAPK7/MMP9/IL1RN/TMSB4X/CCR1/SRC/PTGER4/NR4A3/SIGIRR/SPATA2/LRRK2/F12/SMAD3/TNFAIP6/PPARG/TNFSF18/IL1RAP/SHARPIN/LYN/IL1RL2/TLR4/FUT7/TRIM45/METRNL/NFKBIA/PSMA1/PSMB4/PSMA6/FURIN/PTGER3/AIM2/NAPEPLD/ZDHHC9/MYD88/APOE/SERPINE1/SBNO2/LGALS1/LDLR/MMP8/PRKCD/IL6/GGT1/IL10RB/CMKLR1",138
"BP","GO:0032200","telomere organization","70/4439","190/18842",0.368421052631579,1.56381830900748,4.33632015127662,2.51335435008864e-05,0.000610627988047902,0.000610627988047902,"TCP1/SLF2/PNKP/RPA2/SMG1/PTGES3/UCHL5/NVL/ATRX/DOT1L/PCNA/RAD51D/PARP1/TERF1/XRCC5/TNKS2/PML/FBXO4/HDAC8/DCLRE1B/MAP2K7/NAF1/APEX1/MYC/MAD2L2/UPF1/TERF2/MRE11/HNRNPD/NHEJ1/CCT3/ACTR8/H3-3B/CTNNB1/RAD52/MAPKAPK5/CCT6A/MCRS1/LMNA/POT1/HNRNPA2B1/H3-3A/YLPM1/INO80C/MAPK1/DCP2/HNRNPC/SMARCAL1/PARN/NEK7/HNRNPA1/HNRNPU/RPA1/ATM/PRKDC/NFRKB/CCT7/DCLRE1C/ACTL6A/SRC/TNKS1BP1/RAD50/TFIP11/PIF1/HSP90AA1/EME2/RECQL4/TP53/ERCC4/CCT4",70
"BP","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","30/4439","63/18842",0.476190476190476,2.02126175994164,4.50753576409528,2.52351362407551e-05,0.000610627988047902,0.000610627988047902,"SELENOS/XBP1/CEBPB/BCL2/IKBKG/APAF1/PPP1R15A/NCK1/BAX/TMBIM6/FCGR2B/PTPN1/AIFM1/ATP2A3/ITPR1/TRIB3/HYOU1/BBC3/LRRK2/BAG6/DDIT3/ATP2A1/HSPA1A/ERN1/QRICH1/TP53/ATF4/SELENOK/TNFRSF10B/PMAIP1",30
"BP","GO:0034138","toll-like receptor 3 signaling pathway","15/4439","23/18842",0.652173913043478,2.76824980165921,4.71061197603091,2.5368254587051e-05,0.000611333348245328,0.000611333348245328,"MAP3K7/RNF170/TNFAIP3/HAVCR2/IKBKB/IRF1/SCIMP/TRIM3/TNF/TICAM1/F2RL1/SRC/TNIP2/IRF2/UNC93B1",15
"BP","GO:0022409","positive regulation of cell-cell adhesion","101/4439","297/18842",0.34006734006734,1.44346673159469,4.27655358272494,2.58442784408744e-05,0.000620262682580986,0.000620262682580986,"TGFB1/ADAM8/CD80/IL1A/TNFRSF14/RELA/XBP1/SMAD7/CCL2/KAT5/GCNT2/SOCS5/CD81/NFKBID/PODXL/CD55/IL23A/HAVCR2/BRD2/ZMIZ1/PIK3R6/FUT4/CD5/BRD7/CD70/ARID1A/CCR7/SLAMF1/CCL5/PRKAA1/NCK1/HSPH1/ACTB/NLRP3/HLA-DPA1/HLA-E/PBRM1/HLA-A/RUNX1/HLA-DMA/IL2RG/CTNNB1/EBI3/FOXO3/CHST2/LGALS9/GCNT1/SLC7A1/SMARCA4/IL1B/TYK2/MTOR/HLA-DPB1/ARID1B/MAP3K8/BCL6/AFDN/NFKBIZ/HLA-DRA/CCR2/DUSP10/PTPN6/PLPP3/SMARCC2/IL12RB1/ALOX5/TNF/LILRB2/IL4I1/SMARCA2/SOCS1/CD276/IL7/TFRC/IL10/AKT1/IRAK1/RHOA/FSTL3/ACTL6A/SRC/NR4A3/PLAUR/RARA/LYN/RHOH/FUT7/SOX4/LILRB4/FLOT1/SMARCD2/PNP/SART1/NKAP/ZBTB16/CITED2/IL6/KLHL25/SMARCD1/VAV1/CD160",101
"BP","GO:2000106","regulation of leukocyte apoptotic process","31/4439","66/18842",0.46969696969697,1.9936990995788,4.48945262188533,2.61582587340991e-05,0.000625246184376027,0.000625246184376027,"ADAM8/SELENOS/ZC3H8/FCAR/ST3GAL1/IRF7/CD74/CCR7/CCL5/CCR5/NOC2L/FNIP1/ADAM17/MEF2C/HCAR2/BCL10/LGALS9/PRELID1/JAK3/BCL6/GAS6/LGALS3/CDKN2A/TSC22D3/IL10/BBC3/RAPGEF2/LYN/TP53/AXL/PRKD2",31
