"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","13/2256","37/9382",0.351351351351351,1.46116062871382,1.58137416128089,0.0860822728941621,0.198782090696388,0.198782090696388,"TGDS/HK3/PGM2/HK1/GNE/UGP2/UAP1/GALK2/FPGT/GPI/UGDH/PGM3/NANP",13
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","31/2256","103/9382",0.300970873786408,1.25164394408869,1.44485982344243,0.0940354165981398,0.215728308666321,0.215728308666321,"TGFB1/CXCL1/RELA/CD1A/CXCL3/CSF2/PRKACB/IL1R1/LAMB2/HSPB1/CXCL2/GNA15/IL1B/SERPINB9/TLR2/TNF/RAB5B/RAB5C/RAB5A/IL1R2/CD14/IL10/ACTN4/CXCL8/VCL/ACTN1/TLR4/LAMA2/LAMB1/LAMB3/IL6",31
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","48/2256","168/9382",0.285714285714286,1.18819655521783,1.38488404956235,0.0994113011512813,0.226580303273375,0.226580303273375,"H2AJ/IL1A/FTH1/BCL2/PARP1/TNFAIP3/CYLD/IFNGR1/TNFRSF10A/SQSTM1/NLRP3/TRPM7/BAX/H2AZ2/H2AC6/STAT2/CHMP1B/PGAM5/GLUL/IL1B/TYK2/BID/SPATA2L/JAK3/VDAC2/AIFM1/FTL/TNF/TICAM1/IFNGR2/CHMP1A/BIRC3/CHMP7/IRF9/VDAC3/SPATA2/HSP90AA1/SHARPIN/TLR4/PYGM/USP21/CHMP2A/DNM1L/IFNB1/MACROH2A1/TNFRSF10B/TNFSF10/CHMP4B",48
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","20/2256","63/9382",0.317460317460317,1.32021839468648,1.4348387649988,0.101382312428838,0.2275981256525,0.2275981256525,"DVL1/GADD45A/PTCH2/FZD2/WNT5A/TCF7L1/BAX/GADD45G/CTNNB1/POLK/APC/FZD7/DVL3/CDKN1A/BMP2/SUFU/FZD4/GADD45B/TP53/WNT5B",20
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","30/2256","100/9382",0.3,1.24760638297872,1.40059399709223,0.10164377621167,0.2275981256525,0.2275981256525,"IL1A/CD1A/CSF3/IL4R/CSF2/CSF3R/IL1R1/CD55/CD7/ITGA3/CD22/CD5/FLT3/HLA-DPA1/HLA-DMA/FCGR1A/IL1B/HLA-DPB1/CD33/HLA-DRA/CSF1/TNF/IL7/IL1R2/TFRC/CD14/IL11RA/MME/GP1BA/IL6",30
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","15/2256","45/9382",0.333333333333333,1.3862293144208,1.46123147150579,0.101803150220634,0.2275981256525,0.2275981256525,"CD80/IL1A/HLA-B/KLRD1/HLA-DPA1/HLA-E/HLA-A/HLA-DMA/IL1B/HLA-C/HLA-DPB1/HLA-DRA/HLA-F/TNF/IL6",15
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","44/2256","154/9382",0.285714285714286,1.18819655521783,1.32491935311662,0.110683983993468,0.245886572036123,0.245886572036123,"TGFB1/ICAM1/IGF1R/ITGAD/VEGFA/SPP1/TNXB/MET/PDGFB/ITGA3/CCND1/LAMB2/ITGB8/ARHGEF6/AKT2/HGF/VEGFB/ACTB/TLN2/VTN/ITGA7/CTNNB1/ITGAE/CCND2/MTOR/RAC1/RAC2/FLNA/AKT1/FERMT3/ACTN4/ACTG1/VCL/SRC/ITGAX/PDGFA/ACTN1/LAMA2/FLT1/ITGB7/LAMB1/LAMB3/LIMS2/THBS1",44
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","32/2256","109/9382",0.293577981651376,1.22089921270089,1.30517424037276,0.11783698400462,0.258517077316915,0.258517077316915,"SOCS3/RELA/SLC2A1/PPARA/MLX/RPS6KB2/RPS6KA1/PTEN/SLC27A1/NR1H2/IKBKB/AKT2/PRKAA1/PPP1CB/CREB1/MLXIPL/TBC1D4/MTOR/PTPN1/TNF/TRIB3/PPP1R3B/AKT1/NFKBIA/PYGM/PPP1CC/SREBF1/CRTC2/PRKCD/IL6/RPS6KB1/RPS6KA3",32
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","7/2256","18/9382",0.388888888888889,1.61726753349094,1.47485794339218,0.117842542366685,0.258517077316915,0.258517077316915,"ZNF143/HCFC1/MTR/LMBRD1/TCN1/MMUT/THAP11",7
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","97/2256","362/9382",0.267955801104972,1.11434455938247,1.24835391737983,0.118595697760988,0.258553353503768,0.258553353503768,"RELA/PPP2R2D/EREG/IGF1R/BCL2/SOS2/CASP9/VEGFA/FGFR1/SPP1/TNXB/MET/CSF3/IL4R/YWHAQ/CSF3R/LPAR3/PDGFB/MTCP1/RPS6KB2/PTEN/ITGA3/CCND1/NR4A1/YWHAH/LAMB2/ITGB8/LPAR6/IKBKB/PIK3R6/LPAR1/IKBKG/HSP90B1/DDIT4/NRAS/AKT2/GNB2/MYC/HGF/PRKAA1/VEGFB/SYK/PPP2R3A/FLT3/CDC37/CREB1/VTN/PPP2CA/MCL1/ITGA7/IL2RG/EFNA4/FOXO3/FGF9/PPP2CB/CCND2/EIF4E/MTOR/PPP2R5D/JAK3/CDKN1A/PPP2R5A/CSF1/YWHAZ/RAC1/MAPK1/TLR2/CDKN1B/MYB/SGK1/BRCA1/IL7/SOS1/AKT1/PHLPP1/PIK3R5/SGK3/RAF1/HSP90AA1/RBL2/PDGFA/TLR4/LAMA2/FLT1/CDK6/ITGB7/LAMB1/LAMB3/THBS1/TP53/LPAR2/CRTC2/IFNB1/IL6/ATF4/ATF2/RPS6KB1",97
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","25/2256","83/9382",0.301204819277108,1.25261685038024,1.30063203022509,0.121967894670012,0.263326187381745,0.263326187381745,"RELA/POLR3B/DDX41/CGAS/POLR3A/CCL4L2/IKBKB/IKBKG/IRF7/CCL5/NLRP3/IFI16/SAMHD1/IL1B/MEFV/NFKBIB/IKBKE/POLR3K/NFKBIA/CCL4/AIM2/POLR2H/IFNB1/IL6/DNASE2",25
"Human Diseases","Immune disease","hsa05330","Allograft rejection","13/2256","39/9382",0.333333333333333,1.3862293144208,1.35989560103352,0.122285380465027,0.263326187381745,0.263326187381745,"CD80/CD40/HLA-B/HLA-DPA1/HLA-E/HLA-A/HLA-DMA/HLA-C/HLA-DPB1/HLA-DRA/HLA-F/TNF/IL10",13
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","11/2256","32/9382",0.34375,1.42954898049645,1.36947176599892,0.124275960298442,0.264368860998503,0.264368860998503,"ATG3/ATG4C/ATG4D/PPP2CA/ATG2A/GABARAPL1/PPP2CB/MTOR/ATG101/PIK3C3/WIPI1",11
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","11/2256","32/9382",0.34375,1.42954898049645,1.36947176599892,0.124275960298442,0.264368860998503,0.264368860998503,"BCL2/CASP9/APAF1/BAX/BIRC6/CYCS/BID/HTRA2/BIRC3/BBC3/PMAIP1",11
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","83/2256","308/9382",0.269480519480519,1.12068538730773,1.21171885539197,0.126933426439959,0.268395377592925,0.268395377592925,"HDAC2/PSMC4/MT-CYB/PSMC6/CLTCL1/CASP9/STX1A/NDUFS2/DNAH17/TGM2/ATP5F1A/UQCRC2/TUBB2A/GPX1/TUBB6/APAF1/MT-CO3/MAP2K7/PSMB2/TBPL1/PSMC3/SLC1A2/NDUFB5/UQCR11/TAF4/DLG4/BAX/CREB1/ATG2A/PSMB6/CYCS/MT-ND2/ATP5F1D/MTOR/NDUFS7/NDUFA8/UQCRFS1/SP1/MAP3K10/VDAC2/ACTR10/TUBA4A/TUBB4B/MT-ND5/ADRM1/ATG101/PPIF/NDUFA11/PSMA7/ITPR1/MT-CO1/TUBA1C/IFT57/NDUFS1/GPX3/DCTN6/MT-ND6/PIK3C3/NDUFB1/MT-ND4/VDAC3/BBC3/POLR2J2/SOD2/PPARG/MT-ATP8/DNAI2/MT-ND1/CLTB/PSMA1/PSMB4/POLR2D/PSMA6/MT-CO2/SDHD/MT-ND3/MT-ATP6/POLR2H/WIPI1/ERN1/TP53/ULK1/NDUFV3",83
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","14/2256","43/9382",0.325581395348837,1.35399142338776,1.30902513800664,0.130416080270806,0.274108048952412,0.274108048952412,"ECI2/ADH5/ACADM/ACSL1/ALDH3A2/ALDH9A1/EHHADH/ACADVL/CYP2U1/GCDH/ALDH1B1/ACOX1/ALDH2/ACAA1",14
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","35/2256","122/9382",0.286885245901639,1.19306621323102,1.20768009166273,0.136068620364765,0.28428622469067,0.28428622469067,"PPP2R2D/PFKFB3/MAP3K7/IGF1R/AKT1S1/PFKP/RPS6KB2/CCND1/MLYCD/CAB39/ADIPOR2/AKT2/PRKAA1/PFKFB4/PPP2R3A/RAB14/RAB10/CREB1/PPP2CA/ADIPOR1/FOXO3/PPP2CB/MTOR/PPP2R5D/PPP2R5A/PFKL/CCNA1/FASN/AKT1/RAB11B/PPARG/SREBF1/CRTC2/RPS6KB1/ULK1",35
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","15/2256","47/9382",0.319148936170213,1.32724083295609,1.26540767402106,0.13770395311464,0.28502365445031,0.285023654450309,"SOCS3/MAFA/PKM/IKBKB/HK3/HK1/SOCS4/MTOR/CACNA1E/MAPK1/TNF/SOCS1/CACNA1G/CACNA1A/PRKCD",15
"Organismal Systems","Immune system","hsa04611","Platelet activation","36/2256","126/9382",0.285714285714286,1.18819655521783,1.19662060266016,0.138045644605563,0.28502365445031,0.285023654450309,"PRKCI/ADCY3/PRKACB/MAPK11/MAPK13/VASP/ARHGEF1/PIK3R6/AKT2/SYK/RASGRP2/ACTB/TLN2/PPP1CB/ROCK2/GNAI3/MAPK14/ITPR2/GNA13/MAPK1/ITPR1/LCP2/PPP1R12A/AKT1/FERMT3/ADAMTS13/RHOA/ACTG1/SRC/PIK3R5/MAPK12/LYN/FCER1G/GP1BA/PPP1CC/P2RY1",36
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","19/2256","62/9382",0.306451612903226,1.27443662777396,1.21983522247059,0.142642137260896,0.292791755430259,0.292791755430259,"HDAC2/IGF1R/AKT1S1/ADCY3/PRKACB/RPS6KB2/NRAS/AKT2/CLPB/PRKAA1/HSPA1B/FOXO3/MTOR/HSPA1L/AKT1/SOD2/HSPA8/HSPA1A/RPS6KB1",19
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","17/2256","55/9382",0.309090909090909,1.28541263700838,1.19441365877637,0.150191519570084,0.306417919627779,0.306417919627779,"DEGS1/NEU1/SPTLC1/SGPP2/SMPD4/UGCG/B4GALT6/SPHK1/HEXA/PLPP3/SMPD2/B4GALT5/ACER3/SPTLC2/CERK/SGMS1/NEU4",17
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","14/2256","44/9382",0.318181818181818,1.32321889103804,1.20911426774867,0.151026495998877,0.306417919627779,0.306417919627779,"PARP4/PNKP/POLD3/PCNA/PARP2/PARP1/ADPRS/APEX1/NTHL1/POLB/RFC5/NEIL1/PARG/UNG",14
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","49/2256","178/9382",0.275280898876405,1.14480735516774,1.09744692061605,0.156474052402135,0.315645933293961,0.315645933293961,"DVL1/GPC4/MAP3K7/PPARD/CBY1/LZTS2/CSNK1A1/PRKACB/PORCN/CCND1/RNF43/FZD2/SMAD4/FRAT1/NLK/SKP1/WNT5A/MYC/TCF7L1/TLE1/PRICKLE1/CSNK1E/ROCK2/FOSL1/CTNNB1/CHD8/CCND2/APC/FZD7/DVL3/RAC1/RAC2/CACYBP/CCAR2/PRICKLE3/INVS/DAAM2/CELSR1/RHOA/SMAD3/DAAM1/TLE3/PPP3CB/FZD4/CSNK2A1/FRAT2/FBXW11/TP53/WNT5B",49
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","23/2256","78/9382",0.294871794871795,1.22627977814148,1.12909218480611,0.159367438134631,0.319645547344317,0.319645547344317,"CLTCL1/WASF1/MET/SHC1/RHOG/MAD2L2/CBL/ARPC5L/ACTB/DNM1/ELMO1/CTNNB1/ARPC1B/RAC1/DNM2/ELMO2/RHOA/ACTG1/VCL/SRC/CLTB/GAB1/CRKL",23
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","20/2256","67/9382",0.298507462686567,1.24139938604848,1.11571517388239,0.164923160195403,0.328739064628882,0.328739064628882,"ADH5/PKM/PFKP/DLAT/GAPDH/HK3/PDHB/PGM2/HK1/ALDH3A2/GALM/PGK1/ALDH9A1/PFKL/BPGM/ALDH1B1/ALDH2/GPI/ACSS1/ENO1",20
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","8/2256","23/9382",0.347826086956522,1.44650015417823,1.20626302050441,0.166710978643707,0.328739064628882,0.328739064628882,"PMS2/RPA2/POLD3/PCNA/MSH2/MSH3/RPA1/RFC5",8
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","8/2256","23/9382",0.347826086956522,1.44650015417823,1.20626302050441,0.166710978643707,0.328739064628882,0.328739064628882,"SLC9A3/CA2/GLS/ATP1A1/FXYD2/CA4/ATP1B1/ATP1B3",8
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","22/2256","75/9382",0.293333333333333,1.21988179669031,1.07568783789974,0.172757151457903,0.336876445342911,0.336876445342911,"PSPH/GOT2/PKM/PFKP/SDSL/GPT/SDS/GAPDH/RPE/MAT2B/PGK1/GLUL/IDH3A/PFKL/MTR/IDH3G/IDH3B/NAGS/GOT1/CS/IDH1/ENO1",22
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","22/2256","75/9382",0.293333333333333,1.21988179669031,1.07568783789974,0.172757151457903,0.336876445342911,0.336876445342911,"BCL2/CASP9/APAF1/AKT2/MSH2/MSH3/BAX/CYCS/BID/CDKN1A/CDKN2A/MAPK1/ATP7A/BRCA1/BIRC3/ATM/AKT1/BBC3/TP53/TOP2B/POLH/PMAIP1",22
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","18/2256","61/9382",0.295081967213115,1.22715381932333,1.00143995226645,0.195297804628511,0.378726681903908,0.378726681903908,"SLC9A3/FTH1/SLC40A1/ATP2B1/TRPM7/FTL/ATP7A/VDR/ATP1A1/SLC30A1/FXYD2/ATOX1/ATP2B4/SLC26A6/ATP1B1/SLC11A2/CYBRD1/ATP1B3",18
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","42/2256","154/9382",0.272727272727273,1.13418762088975,0.944691977277266,0.196500583978482,0.378965411958501,0.378965411958501,"PPP2R2D/BCL2/TPM4/ADCY3/PRKACB/ATP2A2/MAPK11/MAPK13/ATP2B1/PIK3R6/AKT2/CALM2/PPP2R3A/PPP1CB/CREB1/PPP2CA/GNAI3/MAPK14/PPP2CB/CACNB3/CACNA2D3/PPP2R5D/PPP2R5A/SCN1B/ATP2A3/MAPK1/CALM3/CREM/ATP1A1/FXYD2/AKT1/ATP2B4/PIK3R5/MAPK12/TPM3/ATP1B1/PPP1CC/TPM2/ATP2A1/ATF4/ATF2/ATP1B3",42
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","45/2256","166/9382",0.271084337349398,1.12735516534222,0.931473666649875,0.199203784915389,0.382079390739353,0.382079390739353,"PDE2A/ADCY3/ATP2A2/VASP/ATP2B1/PIK3R6/AKT2/CALM2/PPP1CB/ADORA3/CREB1/ROCK2/MEF2C/GNAI3/ITPR2/GNA13/VDAC2/ATP2A3/EDNRB/MAPK1/CALM3/PPIF/ITPR1/ATP1A1/PPP1R12A/FXYD2/AKT1/VDAC3/RHOA/ATP2B4/CNGB1/PIK3R5/RAF1/GNA12/ATP1B1/PPP3CB/PPP1CC/SRF/ATP2A1/ATF4/ADRA2B/ATF2/MEF2D/ATP1B3/MYL9",45
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","38/2256","139/9382",0.273381294964029,1.13690749528037,0.914954200621245,0.205909217591689,0.392794213992842,0.392794213992842,"KRT10/KRT17/BCL2/SOS2/SHC1/ADCY3/PRKACB/HSP90B1/NRAS/AKT2/CALM2/CREB1/HSPA1B/FKBP5/GNAI3/ITPR2/FOS/SP1/HBEGF/HSPA1L/MAPK1/CALM3/CTSD/ITPR1/SOS1/AKT1/MMP9/SRC/RAF1/HSP90AA1/RARA/GABBR1/HSPA8/HSPA1A/PRKCD/FKBP4/ATF4/ATF2",38
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","26/2256","93/9382",0.279569892473118,1.16264394112713,0.886882506982669,0.219599630272374,0.416645785003262,0.416645785003262,"SOS2/ADCY3/PRKACB/MAPK11/MAPK13/NRAS/MAP2K7/CALM2/ELK1/MAPK14/ITPR2/PLD2/HBEGF/MAPK1/MAP2K4/CALM3/ITPR1/SOS1/MAPK7/SRC/RAF1/MAPK12/EGR1/PRKCD/ATF4/MAP2K3",26
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","18/2256","63/9382",0.285714285714286,1.18819655521783,0.84327358248787,0.239390711324199,0.451753439111796,0.451753439111796,"CUL4B/RPA2/POLD3/PCNA/GTF2H3/GTF2H2C/XPC/GTF2H1/RAD23A/RPA1/ERCC3/RFC5/POLR2J2/CUL4A/POLR2D/POLR2H/ERCC8/ERCC4",18
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","13/2256","44/9382",0.295454545454545,1.22870325596389,0.85554519718334,0.243573436879915,0.455091746634613,0.455091746634613,"CD80/IL1A/HLA-B/HLA-DPA1/HLA-E/HLA-A/HLA-DMA/IL1B/HLA-C/HLA-DPB1/HLA-DRA/HLA-F/TNF",13
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","30/2256","110/9382",0.272727272727273,1.13418762088975,0.79651377468312,0.243752844351303,0.455091746634613,0.455091746634613,"IGF1R/ARAF/ADCY3/PRKACB/ANAPC1/MAPK11/ANAPC7/CPEB2/RPS6KA1/MAPK13/AKT2/MAD2L2/CDC25B/ANAPC16/GNAI3/MAPK14/CPEB4/MAPK1/ANAPC2/CPEB3/CCNA1/FZR1/CDK1/AKT1/RAF1/HSP90AA1/MAPK12/CDC26/CDC23/RPS6KA3",30
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","35/2256","130/9382",0.269230769230769,1.11964675395526,0.772904776702336,0.248548614402579,0.459770418042308,0.459770418042308,"TGFB1/RELA/SOS2/VEGFA/SHC1/ADCY3/PRKACB/MAPK11/MAPK13/NRAS/AKT2/MAP2K7/GNB2/VEGFB/SMAD2/EDN1/CREB1/GNA15/GNAI3/MAPK14/FOS/EDNRB/MAPK1/MAP2K4/ARRB2/SOS1/AKT1/MMP9/SRC/RAF1/MAPK12/NFKBIA/RXFP2/ATF4/ATF2",35
"Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","22/2256","79/9382",0.278481012658228,1.15811562976928,0.79405035448899,0.25005267870203,0.459770418042308,0.459770418042308,"SLC6A12/CLTCL1/ATP6V1A/STX1A/NAPA/ATP6V0C/SLC1A2/DNM1/ATP6V1F/ATP6V0B/DNM2/TCIRG1/ATP6V0A2/STXBP1/NSF/VAMP2/CLTB/SLC6A7/ATP6V1H/CACNA1A/ATP6V0D1/SLC6A3",22
"Metabolism","Glycan biosynthesis and metabolism","hsa00511","Other glycan degradation","6/2256","18/9382",0.333333333333333,1.3862293144208,0.922830606565185,0.250188461099945,0.459770418042308,0.459770418042308,"NEU1/ENGASE/HEXA/MAN2C1/NEU4/MANBA",6
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","62/2256","238/9382",0.260504201680672,1.08335568269861,0.732869738506563,0.253605840584183,0.46362317731796,0.46362317731796,"RELA/RASSF1/RALA/IGF1R/SOS2/VEGFA/FGFR1/MET/RASAL1/SHC1/PRKACB/PDGFB/PAK1/IKBKB/RALB/IKBKG/NRAS/AKT2/ETS2/REL/GNB2/PLA2G6/HGF/VEGFB/CALM2/RASGRP3/RASGRP2/FLT3/EXOC2/ELK1/EFNA4/FGF9/PLD2/AFDN/CSF1/RAC1/RALGDS/MAPK1/RGL1/CALM3/RAC2/PLA1A/RAB5B/PAK2/RGL2/RRAS2/RAB5C/RAB5A/SOS1/ARF6/AKT1/RHOA/RAF1/NF1/PDGFA/RASSF5/GAB2/RIN1/FLT1/HTR7/GAB1/RASA3",62
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","27/2256","99/9382",0.272727272727273,1.13418762088975,0.755191480157612,0.258262181025107,0.469689251501619,0.469689251501619,"SOS2/WASF1/PDGFB/RPS6KB2/NRAS/AKT2/SLC22A5/LYPLA1/SLC22A4/FOS/DGKD/MTOR/PLD2/SP1/PLPP3/RAC1/RALGDS/MAPK1/RAC2/GPCPD1/SOS1/AKT1/DGKA/HIF1A/RAF1/PDGFA/RPS6KB1",27
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","7/2256","22/9382",0.318181818181818,1.32321889103804,0.85396753100484,0.26405379187868,0.477746809017612,0.477746809017612,"ALDH3A2/ALDH9A1/HNMT/CARNMT1/HAL/ALDH1B1/ALDH2",7
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","31/2256","116/9382",0.267241379310345,1.11137350207875,0.679103438350178,0.280260257638078,0.500842837056552,0.500842837056552,"ICAM1/VAV3/EZR/MAPK11/MAPK13/VASP/ACTB/CYBA/ROCK2/CTNNB1/GNAI3/MAPK14/MYL5/AFDN/CLDN5/VAV2/RAC1/RAC2/CTNND1/ESAM/MMP9/ACTN4/RHOA/ACTG1/VCL/MAPK12/RASSF5/ACTN1/RHOH/VAV1/MYL9",31
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","37/2256","140/9382",0.264285714285714,1.09908181357649,0.664578350725162,0.282245760599951,0.500842837056552,0.500842837056552,"MAP1LC3B/SPP1/ADCY3/PRKACB/RPS6KB2/CCND1/SMAD4/PIK3R6/HDAC4/NRAS/AKT2/GNB2/PRKAA1/CALM2/SMAD2/MAP1LC3A/MEF2C/JAG1/GNAI3/MAP1LC3B2/ITPR2/MTOR/GNA13/SPHK1/MAPK1/CALM3/ITPR1/RRAS2/PIK3C3/AKT1/PIK3R5/SMAD3/RAF1/EGR1/SERPINE1/RPS6KB1/MEF2D",37
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","38/2256","144/9382",0.263888888888889,1.09743154058314,0.662922933323883,0.28239456683082,0.500842837056552,0.500842837056552,"BMPR2/DVL1/PCGF6/IGF1R/FGFR1/ZFHX3/MAPK11/MAPK13/FZD2/SMAD4/SKIL/NRAS/AKT2/WNT5A/MYC/SMAD2/JARID2/ID2/CTNNB1/MAPK14/APC/FZD7/ID1/JAK3/DVL3/SETDB1/ID3/MAPK1/ACVR2A/AKT1/SMAD3/RAF1/MAPK12/FZD4/SMARCAD1/LIF/PCGF3/WNT5B",38
"Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","9/2256","30/9382",0.3,1.24760638297872,0.764260512062415,0.282526728596003,0.500842837056552,0.500842837056552,"PIGM/PIGQ/PIGC/PGAP3/GPAA1/PIGF/PIGV/PIGA/PGAP2",9
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","76/2256","298/9382",0.25503355704698,1.0606049788186,0.59820367903488,0.295533521243446,0.521267668122863,0.521267668122863,"TGFB1/CXCL1/BMPR2/IL1A/TNFRSF18/CCL20/TNFSF8/ACKR3/TNFRSF14/CD40/CCL2/CXCL3/CCL3/CRLF2/CSF3/IL4R/CSF2/CSF3R/CSF2RB/IL1R1/TNFRSF25/IL23A/CXCR1/IFNGR1/CXCL5/CCL4L2/CCL7/TNFRSF21/TNFRSF10A/RELT/CD70/CCR7/CCL5/CCR5/CLCF1/IL27RA/XCR1/CXCL2/TNFRSF4/IL2RG/EBI3/IL1B/BMP6/LTB/IL17RB/CCR2/BMP2/CSF1/CCL3L3/TNFRSF12A/IL27/IL12RB1/CXCL16/TNF/GDF15/IFNGR2/IL7/IL1R2/ACVR2A/IL10/IL11RA/CXCL8/IL1RN/CCR1/TNFSF18/IL1RAP/IL1RL2/IL31RA/CCL4/CXCL6/LIF/IFNB1/IL6/IL10RB/TNFRSF10B/TNFSF10",76
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","12/2256","42/9382",0.285714285714286,1.18819655521783,0.68775551795121,0.298269616955244,0.523463177756454,0.523463177756454,"KYAT3/DLST/ALDH3A2/ALDH9A1/EHHADH/IL4I1/GCDH/ALDH8A1/DHTKD1/ALDH1B1/ALDH2/AFMID",12
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","7/2256","23/9382",0.304347826086957,1.26568763490595,0.717780645747316,0.306641272668981,0.535478043317475,0.535478043317475,"GOT2/GPT/GLUL/CAD/GLS/NAGS/GOT1",7
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","19/2256","70/9382",0.271428571428571,1.12878672745694,0.608512985873252,0.313305337007878,0.542980013913288,0.542980013913288,"RXRB/SOCS3/RELA/SLC2A1/PPARA/IKBKB/IKBKG/ADIPOR2/AKT2/PRKAA1/ACSL1/ADIPOR1/MTOR/NFKBIB/APPL1/TNF/AKT1/NFKBIE/NFKBIA",19
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","8/2256","27/9382",0.296296296296296,1.23220383504071,0.679830399916552,0.314031176137884,0.542980013913288,0.542980013913288,"HACD2/ELOVL7/ELOVL3/ACOT2/HSD17B4/ACOX1/ACAA1/HSD17B12",8
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","9/2256","31/9382",0.290322580645161,1.20736101578586,0.650654048943604,0.319628221403301,0.547265881524677,0.547265881524677,"PGP/GLYCTK/PCCA/MCEE/GLUL/CS/MMUT/ACSS1/AFMID",9
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","9/2256","31/9382",0.290322580645161,1.20736101578586,0.650654048943604,0.319628221403301,0.547265881524677,0.547265881524677,"SGTA/SRP19/SRP9/TMEM208/UBL4A/SRP68/SEC61A1/BAG6/SRPRB",9
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","50/2256","195/9382",0.256410256410256,1.06633024186216,0.526639263838263,0.325221441696227,0.554139446773667,0.554139446773668,"H2AJ/HDAC2/RELA/MAP3K7/MAPK11/MAPK13/HDAC6/FPR2/HDAC4/SIGLEC9/HDAC8/AKT2/SYK/ACTB/H2AZ2/CYBA/FPR1/H2AC6/H3-3B/CLEC7A/MAPK14/FCGR1A/H2BC21/MTOR/VDAC2/H3-3A/AQP9/H2BC18/RAC1/MAPK1/TLR2/RAC2/PPIF/CLCN3/AKT1/VDAC3/ACTG1/SRC/TLR8/C5AR1/AZU1/RAF1/MAPK12/TLR4/GP1BA/H2BC4/H2BC12/FCGR3B/MACROH2A1/CLCN5",50
