"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","111/2256","248/9382",0.44758064516129,1.86134823266987,7.73473271061695,3.68381153052922e-13,1.29301784721576e-10,1.29301784721576e-10,"RELA/NLRC4/RALA/MAP3K7/TAB3/BCL2/FBXO22/VPS33A/EXOC5/PODXL/ARL8A/MAPK11/TUBB2A/MAPK13/PAK1/TUBB6/IKBKB/VPS41/GAPDH/IKBKG/RAB9A/HSP90B1/TNFRSF10A/AKT2/RHOG/SKP1/MAP2K7/SNX9/MYC/DYNLT1/TCF7L1/ARPC5L/EXOC4/ACTB/NLRP3/RILP/BAX/EXOC2/CYTH2/ROCK2/ARF1/ELMO1/CYTH4/CTNNB1/SNX33/MAPK14/CYCS/FOS/PLEKHM1/IL1B/ARPC1B/VPS11/DYNC1H1/MYL5/ACTR10/IRAK4/TUBA4A/TUBB4B/RAC1/DYNLT3/MAPK1/FHOD1/MAP2K4/TLR2/DNM2/DYNC1LI1/KPNA4/TNF/ELMO2/RAB5B/ARL8B/TUBA1C/RHOB/RAB5C/BIRC3/RAB5A/DCTN6/FLNA/PIK3C3/ARF6/CD14/AKT1/IRAK1/CXCL8/PLEKHM2/RHOA/ACTG1/RAF1/HSP90AA1/MAPK12/VPS16/TLR4/RHOH/VPS18/EXOC7/NFKBIA/CYTH1/RIPK2/S100A10/MYD88/DYNC1I2/AHNAK/PFN1/IL6/TLR5/DYNLL1/TNFRSF10B/TNFSF10/MAP2K3/CSE1L/MYL9",111
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","80/2256","181/9382",0.441988950276243,1.83809411856902,6.405982850298,1.55995932574208e-09,2.73772861667734e-07,2.73772861667734e-07,"TGFB1/ATP6AP1/IL1A/RFX5/LAMP1/RELA/EEA1/CEBPB/BCL2/CASP9/HSPA9/MAPK11/IL23A/MAPK13/IFNGR1/APAF1/CD74/AKT2/ATP6V0C/SYK/CALM2/HLA-DPA1/NFYA/BAX/CREB1/CLEC7A/HLA-DMA/BCL10/MAPK14/FCGR1A/CYCS/IL1B/FCGR2B/BID/HLA-DPB1/ATP6V0B/HLA-DRA/SPHK1/IRAK4/MAPK1/TLR2/CALM3/CTSD/VDR/TNF/RAB5B/TCIRG1/IFNGR2/RAB5C/RAB5A/CYP27B1/PIK3C3/CD14/ATP6V0A2/IL10/AKT1/IRAK1/RHOA/SRC/PLK3/RFXAP/NFYB/RAF1/ITGAX/MAPK12/TLR4/FCER1G/PPP3CB/ATP6V1H/IRAK2/ATP6V0D1/RIPK2/MYD88/CASP10/MRC2/FCGR2C/FCGR3B/IFNB1/IL6/IL10RB",80
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","54/2256","108/9382",0.5,2.07934397163121,6.3475979152432,3.80583868305823e-09,4.45283125917813e-07,4.45283125917813e-07,"NUP214/SNUPN/IPO8/UPF3B/NUP88/NCBP1/NUP133/PHAX/DDX39B/NXT1/XPO6/NUP98/UPF1/SUMO3/ALYREF/NUP107/SUMO1/THOC3/AHCTF1/NUP43/NXF1/PYM1/THOC2/NDC1/NCBP2/TNPO2/POM121C/NUP35/POM121/XPOT/KPNA4/XPO1/NUP153/IPO9/NUP50/DDX19B/KPNA2/RNPS1/CASC3/NUP42/NUP155/XPO5/NMD3/EEF1A2/RANGAP1/GLE1/RANBP2/NUP160/XPO7/THOC6/NUP37/NUP205/TPR/CSE1L",54
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","115/2256","300/9382",0.383333333333333,1.59416371158392,5.88501005282748,1.5250869128647e-08,1.33826376603877e-06,1.33826376603877e-06,"TGFB1/IL1A/GADD45A/RELA/EREG/MAP3K7/IGF1R/PPM1B/SOS2/VEGFA/ARAF/MAP3K11/TAOK3/FGFR1/MET/DUSP7/PRKACB/PDGFB/IL1R1/STK3/MAPK11/RPS6KA1/MAPK13/PAK1/NR4A1/IKBKB/IKBKG/NRAS/AKT2/NLK/MAPKAPK2/MAP2K7/MAX/MYC/HGF/VEGFB/CDC25B/RASGRP3/DUSP6/RASGRP2/HSPB1/FLT3/DUSP8/ELK1/GADD45G/HSPA1B/MEF2C/EFNA4/MAPK14/FGF9/MAPKAPK5/FOS/IL1B/JUND/DAXX/CACNB3/CACNA2D3/MAP3K8/CACNA1E/MAP3K10/DUSP10/IRAK4/CSF1/MAP3K6/RAC1/HSPA1L/MAPK1/MAP2K4/RAC2/TNF/PAK2/ARRB2/PTPN7/RRAS2/SOS1/FLNA/MAP4K2/CD14/AKT1/IRAK1/DUSP4/MAPK7/DUSP3/NFKB2/RELB/RAPGEF2/MAPKAPK3/RAF1/NF1/IL1RAP/MAPK12/PDGFA/GNA12/TAOK1/CACNA1G/DUSP2/PPP3CB/CACNA1A/DDIT3/MAP4K3/HSPA8/MAPK8IP3/FLT1/MYD88/SRF/GADD45B/HSPA1A/TAOK2/TP53/CRKL/ATF4/ATF2/RPS6KA3/DUSP5/MAP2K3",115
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","88/2256","216/9382",0.407407407407407,1.69428027318098,5.80821897686978,3.00578295163894e-08,2.11005963205054e-06,2.11005963205054e-06,"RXRB/CXCL1/ICAM1/RELA/OLR1/VAV3/MAP3K7/XBP1/BCL2/CD40/CASP9/CCL2/CXCL3/CCL3/MAPK11/MAPK13/ARHGEF1/IKBKB/IKBKG/HSP90B1/APAF1/IRF7/TNFRSF10A/NRAS/AKT2/MAP2K7/CCL5/CALM2/ATF6/NLRP3/BAX/CYBA/CXCL2/ROCK2/HSPA1B/MAPK14/CYCS/FOS/IL1B/BID/CASP6/IRAK4/CCL3L3/IKBKE/VAV2/MIB1/RAC1/HSPA1L/MAPK1/MAP2K4/TLR2/CALM3/TNF/ITPR1/TICAM1/EIF2S1/CD14/AKT1/IRAK1/MMP9/CXCL8/RHOA/SRC/NFE2L2/SOD2/ABCA1/PPARG/HSP90AA1/MAPK12/LYN/TLR4/NFKBIA/PPP3CB/DDIT3/HSPA8/MYD88/HSPA1A/LDLR/ERN1/TP53/IFNB1/IL6/MIB2/ATF4/TNFRSF10B/TNFSF10/MAP2K3/VAV1",88
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","81/2256","196/9382",0.413265306122449,1.71864144594008,5.72068826069134,5.07143538327455e-08,2.96678969921561e-06,2.96678969921561e-06,"CXCL1/MAP1LC3B/ATG3/ICAM1/RELA/MICB/CASP9/VEGFA/CXCL3/CSF2/PDGFB/E2F1/MAPK11/RB1/MAPK13/CCND1/IFNGR1/IKBKB/PIK3R6/IKBKG/IRF7/NRAS/AKT2/MAPKAPK2/MAP2K7/GNB2/MYC/SYK/CCR5/CALM2/HLA-B/TCF7L1/MAP1LC3A/BAX/HLA-E/HLA-A/CREB1/CXCL2/STAT2/MICA/CTNNB1/MAP1LC3B2/MAPK14/ITPR2/CYCS/FOS/TYK2/MTOR/HLA-C/BID/CDKN1A/IKBKE/RAC1/HLA-F/PTGS2/MAPK1/MAP2K4/CALM3/ITPR1/TICAM1/PIK3C3/AKT1/CD200R1/IRF9/CXCL8/CCR1/SRC/HIF1A/PIK3R5/RAF1/MAPK12/LYN/NFKBIA/PPP3CB/UBA52/CDK6/RCAN1/TP53/IFNB1/ZFP36/IL6",81
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","55/2256","119/9382",0.46218487394958,1.92208266285238,5.69558990666989,8.9901577403565e-08,4.50792195266447e-06,4.50792195266447e-06,"SOCS3/CXCL1/CCL20/ICAM1/RELA/BCL3/MAP3K7/TAB3/CEBPB/CCL2/CXCL3/CSF2/MAPK11/TNFAIP3/CYLD/MAPK13/CXCL5/IKBKB/IRF1/IKBKG/AKT2/TRAF1/MAP2K7/CCL5/RHBDF2/EDN1/CREB1/CXCL2/ADAM17/PGAM5/JAG1/MAPK14/FOS/IL1B/MAP3K8/CSF1/PTGS2/MAPK1/MAP2K4/BAG4/TNF/BIRC3/AKT1/MMP9/MAPK12/NFKBIA/CXCL6/DNM1L/CASP10/LIF/IFNB1/IL6/ATF4/ATF2/MAP2K3",55
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","67/2256","157/9382",0.426751592356688,1.77472670190179,5.50790410167049,1.71874835299193e-07,7.5410083987521e-06,7.5410083987521e-06,"TGFB1/SLC2A1/CEBPB/PPARD/VPS33A/DUSP7/ATP2A2/MAPK11/MAPK13/ADAM9/HAVCR2/NR1H2/VPS41/MAPKAPK2/PLA2G6/C1QC/RAB14/ODC1/DUSP8/CREB1/ADAM17/XKR8/MFGE8/ELMO1/MAPK14/P2RY6/VPS11/UQCRFS1/GAS6/SPHK1/PTPN6/ATP2A3/RAC1/SLC16A1/PTGS2/MAPK1/ADGRB1/SCARF1/SGK1/ALOX5/RAB5B/GPR132/RAB5C/RAB5A/IL10/C1QA/DUSP4/ANO9/PTGER4/S1PR1/HIF1A/ABCA1/PPARG/MAPK12/VPS16/VPS18/DUSP2/STAB1/ATP2A1/THBS1/TGFBRAP1/CRKL/AXL/LRP1/PTGER2/DUSP5/ANO6",67
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","43/2256","87/9382",0.494252873563218,2.05544346621016,5.56469174391413,2.22389582178614e-07,8.67319370496596e-06,8.67319370496596e-06,"TGFB1/GADD45A/EREG/RALA/BCL2/SOS2/CASP9/ARAF/RPS6KB2/CCND1/SMAD4/RALB/NRAS/AKT2/MSH2/MYC/MSH3/SMAD2/TCF7L1/BAX/GADD45G/CTNNB1/CYCS/POLK/FOS/APC/MTOR/APPL1/CDKN1A/RAC1/RALGDS/MAPK1/RAC2/SOS1/AKT1/BBC3/RHOA/SMAD3/RAF1/GADD45B/TP53/RPS6KB1/PMAIP1",43
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","60/2256","137/9382",0.437956204379562,1.82132318683025,5.44869020548388,2.54444301703771e-07,8.93099498980235e-06,8.93099498980235e-06,"PARP4/GADD45A/BCL2A1/RELA/CTSZ/BCL2/CASP9/CSF2RB/PARP2/PARP1/DFFB/IKBKB/IKBKG/APAF1/TNFRSF10A/NRAS/AKT2/TRAF1/DFFA/ACTB/BAX/GADD45G/MCL1/ITPR2/CYCS/FOS/DAXX/BID/LMNA/CASP6/HTRA2/AIFM1/TUBA4A/MAPK1/SPTAN1/CTSD/CASP2/TNF/ITPR1/CTSL/TUBA1C/BIRC3/ATM/PIDD1/EIF2S1/AKT1/BBC3/ACTG1/RAF1/NFKBIA/DDIT3/CASP10/GADD45B/ERN1/TP53/CTSB/ATF4/TNFRSF10B/TNFSF10/PMAIP1",60
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","76/2256","187/9382",0.406417112299465,1.69016194485531,5.36373301106325,2.94402064151195e-07,9.39410222882448e-06,9.39410222882448e-06,"CXCL1/MAP1LC3B/GBP1/RELA/GPSM3/NLRC4/MAP3K7/TAB3/BCL2/TRIP6/CCL2/CXCL3/MAPK11/TNFAIP3/MAPK13/CARD8/IKBKB/IKBKG/IRF7/CCL5/NAMPT/NLRP1/NLRP3/MAP1LC3A/TRPM7/CYBA/GBP5/IFI16/CXCL2/STAT2/GBP2/NLRP6/GABARAPL1/MAP1LC3B2/MAPK14/ITPR2/BRCC3/RNASEL/TXNIP/IL1B/TYK2/MEFV/NFKBIB/SUGT1/VDAC2/IRAK4/IKBKE/MAPK1/GBP3/NEK7/TNF/ITPR1/NLRP12/TICAM1/BIRC3/NLRX1/IRF9/VDAC3/CXCL8/RHOA/HSP90AA1/SHARPIN/MAPK12/MFN2/ERBIN/TLR4/NFKBIA/RIPK2/AIM2/MYD88/DNM1L/DHX33/PRKCD/IFNB1/IL6/CTSB",76
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","66/2256","157/9382",0.420382165605096,1.74823824366445,5.31958493387334,4.13883736600336e-07,1.01434016732955e-05,1.01434016732955e-05,"TGFB1/ZFP36L2/IL1A/RBBP4/GADD45A/RELA/E2F1/MAPK11/RB1/MAPK13/PTEN/CCND1/NRAS/AKT2/SQSTM1/MAPKAPK2/MYC/CALM2/HLA-B/SMAD2/LIN9/MRE11/PPP1CB/TRPM7/HLA-E/HLA-A/GADD45G/FOXO3/MAPK14/ZFP36L1/ITPR2/CHEK2/CCND2/MTOR/HLA-C/CDKN1A/VDAC2/CDKN2A/HLA-F/MAPK1/CALM3/ITPR1/CCNA1/RRAS2/ATM/HIPK3/CDK1/AKT1/VDAC3/CXCL8/RAD50/SMAD3/RAF1/RBL2/MAPK12/RASSF5/PPP3CB/PPP1CC/TRAF3IP2/CDK6/SERPINE1/GADD45B/FBXW11/TP53/IL6/MAP2K3",66
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","95/2256","250/9382",0.38,1.58030141843972,5.23253198422584,4.39983601544691e-07,1.01434016732955e-05,1.01434016732955e-05,"SH3GL1/ARFGEF1/EHD4/WASHC5/SNX1/EEA1/CLTCL1/IGF1R/STAM2/ACAP3/PRKCI/VPS35/GRK6/CXCR1/PML/SH3GLB2/ACAP1/HGS/CBL/CCR5/HLA-B/SMAD2/RBSN/CAPZB/ARFGAP2/ARPC5L/VPS36/HLA-E/BIN1/HLA-A/ZFYVE27/RAB10/CYTH2/ARF1/EPN1/DNM1/STAMBP/HSPA1B/SNX4/CHMP1B/CYTH4/IL2RG/ASAP1/PDCD6IP/IST1/SMURF1/NEDD4L/HLA-C/ARPC1B/PLD2/PSD/ACAP2/HLA-F/HSPA1L/DNM2/IQSEC1/RAB5B/EPS15/ARRB2/WASHC3/VPS45/RAB11FIP3/CHMP1A/RAB5C/RAB5A/VPS37B/TFRC/CHMP7/ARF6/EPS15L1/SMURF2/SMAP2/SNX6/RHOA/SRC/RAB11B/SMAD3/GRK2/VTA1/ARF4/CLTB/RAB35/CYTH1/RAB11FIP4/HSPA8/VPS37C/CHMP2A/RABEP1/ARFGAP1/HSPA1A/LDLR/WASHC4/EHD1/GIT2/CHMP4B",95
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","31/2256","56/9382",0.553571428571429,2.30213082573455,5.49885331492306,4.51316867575712e-07,1.01434016732955e-05,1.01434016732955e-05,"CXCL1/RELA/NLRC4/CASP9/CXCL3/HSF1/APAF1/CXCL2/ARF1/BCL2L13/HSPA1B/CYCS/IL1B/RAB1B/SAR1A/HSPA1L/TLR2/TNF/CD14/EEF1A2/CXCL8/NFKB2/TLR4/NFKBIA/HSPA8/MYD88/HSPA1A/VCP/RAB1A/IL6/TLR5",31
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","51/2256","112/9382",0.455357142857143,1.89368825987842,5.35335943405432,4.66735911199365e-07,1.01434016732955e-05,1.01434016732955e-05,"TGFB1/RELA/MAP3K7/BCL2/CD40/CASP9/MAPK11/MAPK13/IFNGR1/LAMB2/IKBKB/PIK3R6/IKBKG/AKT2/CCR5/HLA-DPA1/HLA-DMA/HSPA1B/GNAI3/MAPK14/CYCS/TYK2/HLA-DPB1/NFKBIB/HLA-DRA/IRAK4/HSPA1L/MAPK1/TLR2/PPIF/ALOX5/TNF/SOCS1/IFNGR2/BIRC3/IL10/AKT1/IRAK1/PIK3R5/MAPK12/TLR4/LAMA2/NFKBIA/HSPA8/LAMB1/MYD88/LAMB3/HSPA1A/LDLR/IL10RB/MAP2K3",51
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","130/2256","368/9382",0.353260869565217,1.46910171908726,5.16539292771404,4.69331567017265e-07,1.01434016732955e-05,1.01434016732955e-05,"MAP1LC3B/NUP214/PSMC4/MT-CYB/PSMC6/XBP1/BCL2/CASP9/UBQLN4/NDUFS2/DNAH17/TOMM40L/NUP88/DERL1/MAPK11/HNRNPA3/ATP5F1A/FUS/UQCRC2/TUBB2A/MAPK13/NCBP1/HDAC6/NUP133/GPX1/TUBB6/APAF1/SQSTM1/MT-CO3/CHCHD10/PSMB2/NXT1/PSMC3/NUP98/SLC1A2/ATF6/NDUFB5/UQCR11/ALYREF/ACTB/MAP1LC3A/NUP107/BAX/WDR41/ATG2A/SRSF7/PSMB6/NUP43/MAP1LC3B2/MAPK14/ATXN2/CYCS/MT-ND2/NXF1/DAXX/ATP5F1D/MTOR/NDUFS7/NDC1/NDUFA8/BID/UQCRFS1/POM121C/HNRNPA2B1/ACTR10/TUBA4A/TUBB4B/RAC1/NUP35/POM121/MT-ND5/ADRM1/ATG101/NDUFA11/PSMA7/TNF/MT-CO1/HNRNPA1/NUP153/TARDBP/TUBA1C/NUP50/NDUFS1/GPX3/RAB5A/SETX/FIG4/DCTN6/EIF2S1/NUP155/MT-ND6/PIK3C3/NDUFB1/MT-ND4/SMCR8/ACTG1/GLE1/RANBP2/NUP160/ANXA11/MT-ATP8/DNAI2/MAPK12/TOMM40/MT-ND1/PPP3CB/PSMA1/PSMB4/DDIT3/PSMA6/MT-CO2/SDHD/SPG11/MT-ND3/MT-ATP6/NUP37/WIPI1/NUP205/VCP/PFN1/RAB1A/ERN1/TP53/SRSF3/TPR/ATF4/ULK1/NDUFV3/GRIN2C/MAP2K3",130
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","81/2256","205/9382",0.395121951219512,1.6431888946549,5.23885415866096,4.91275864518587e-07,1.01434016732955e-05,1.01434016732955e-05,"HDAC2/ICAM1/PSMC4/GADD45A/RELA/PSMC6/MAP3K7/SAP30/BCL2/CD40/CASP9/SKP2/E2F1/MAPK11/RB1/ENTPD1/TNFAIP3/MAPK13/CCND1/IKBKB/IKBKG/APAF1/IRF7/AKT2/HES1/MAP2K7/NCOR2/MYC/SAP30L/SYK/PSMC3/HLA-B/HLA-DPA1/BAX/HLA-E/HLA-A/STAT2/GADD45G/HLA-DMA/TAPBP/MAPK14/CYCS/POLK/CCND2/TYK2/HLA-C/BID/HLA-DPB1/NFKBIB/JAK3/HLA-DRA/CDKN1A/IRAK4/IKBKE/RAC1/HLA-F/MAP2K4/TLR2/CDKN1B/ADRM1/TNF/TAP2/CCNA1/RBPJ/AKT1/IRAK1/IRF9/VIM/NFKB2/RELB/MAPK12/LYN/NFKBIE/NFKBIA/CDK6/MYD88/GADD45B/TP53/IFNB1/IL6/MAP2K3",81
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","66/2256","158/9382",0.417721518987342,1.73717344465392,5.25786928660502,5.46282879952681e-07,1.06525161590773e-05,1.06525161590773e-05,"TGFB1/HDAC2/GADD45A/PDS5A/SMC1A/ATRX/PCNA/YWHAQ/MCM3/ESPL1/SKP2/BUB3/E2F1/ANAPC1/RB1/ANAPC7/CCND1/DBF4/YWHAH/SMAD4/RAD21/HDAC8/ORC3/SKP1/MYC/MAD2L2/ORC4/SMAD2/CDC25B/MAU2/ANAPC16/CDC7/PPP2CA/GADD45G/DBF4B/PPP2CB/CHEK2/CCND2/TTK/PPP2R5D/CDKN1A/PPP2R5A/SMC3/YWHAZ/CDKN2A/CDKN1B/ANAPC2/CCNA1/FZR1/ATM/NIPBL/ZBTB17/CDK1/PRKDC/SMAD3/RBL2/WEE1/ORC5/CDK6/GADD45B/CDKN2D/TP53/CDC26/CDC23/NDC80/ORC2",66
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","72/2256","180/9382",0.4,1.66347517730496,5.05697752988,1.22725319892227e-06,2.26718880432482e-05,2.26718880432482e-05,"SOCS3/TNFRSF14/RELA/MAP3K7/BCL2/CASP9/CCL2/CGAS/IFNGR1/IKBKB/PML/IKBKG/APAF1/IRF7/CD74/AKT2/CCL5/SYK/HLA-B/ALYREF/PPP1CB/HLA-DPA1/EIF2B4/BAX/HLA-E/HLA-A/STAT2/HLA-DMA/SRSF7/HCFC1/TAPBP/SRSF2/CYCS/RNASEL/NXF1/IL1B/HCFC2/DAXX/TYK2/MTOR/HLA-C/SRSF5/BID/HLA-DPB1/EIF2B3/HLA-DRA/IRAK4/IKBKE/HLA-F/TLR2/TNF/TAP2/SRSF1/TICAM1/IFNGR2/BIRC3/EIF2S1/AKT1/IRAK1/IRF9/SRC/NECTIN2/ZC3HAV1/NFKBIA/PPP1CC/SRSF6/MYD88/TP53/SRSF3/IFNB1/IL6/SRSF9",72
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","66/2256","163/9382",0.404907975460123,1.6838859156768,4.95572000535538,2.04924122914262e-06,3.5964183571453e-05,3.5964183571453e-05,"TGFB1/ATP6AP1/RELA/DDX3X/EGR2/MAP3K7/BCL2/SOS2/CASP9/ARAF/PCNA/YWHAQ/E2F1/MAPK11/RB1/MAPK13/SMAD4/IKBKB/IKBKG/APAF1/IRF7/NRAS/AKT2/MAP2K7/MYC/BAX/CREB1/ELK1/STAT2/MAPK14/CYCS/FOS/TYK2/BID/JAK3/CDKN1A/IRAK4/EGR3/YWHAZ/IKBKE/MAPK1/MAP2K4/TLR2/TNF/CCNA1/TICAM1/SOS1/AKT1/IRAK1/MMP9/VDAC3/CXCL8/SRC/SMAD3/RAF1/MAPK12/TLR4/NFKBIA/MYD88/CASP10/TP53/IFNB1/IL6/ATF4/ATF2/MAP2K3",66
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","47/2256","105/9382",0.447619047619048,1.86150793650794,4.99483746441287,2.36951711703982e-06,3.96047860990942e-05,3.96047860990942e-05,"CLEC1B/RELA/EGR2/BCL3/MAPK11/IL23A/CYLD/MAPK13/PAK1/IKBKB/IRF1/IKBKG/NRAS/AKT2/MAPKAPK2/SYK/CALM2/NLRP3/STAT2/CLEC7A/BCL10/MAPK14/ITPR2/IL1B/EGR3/IKBKE/PTGS2/MAPK1/CALM3/TNF/ITPR1/RRAS2/IL10/AKT1/IRF9/RHOA/NFKB2/SRC/PLK3/RELB/RAF1/MAPK12/FCER1G/NFKBIA/PPP3CB/PRKCD/IL6",47
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","34/2256","68/9382",0.5,2.07934397163121,5.02594135136161,2.91414354525187e-06,4.64938356537911e-05,4.64938356537911e-05,"BCL2A1/RELA/PPARD/PIM1/SOS2/ARAF/CSF2/RPS6KB2/CCND1/IKBKB/PML/IKBKG/NRAS/SPI1/AKT2/MYC/TCF7L1/DUSP6/FLT3/RUNX1/FCGR1A/MTOR/CEBPA/CEBPE/MAPK1/PER2/CCNA1/SOS1/CD14/AKT1/RAF1/RARA/ZBTB16/RPS6KB1",34
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","39/2256","83/9382",0.469879518072289,1.95408228659318,4.91222172846206,3.99717397197266e-06,6.10003506157566e-05,6.10003506157566e-05,"HDAC2/RBBP4/PCGF6/UBE2D3/MTF2/UBE2D2/SCML1/PHF19/RING1/AUTS2/RNF2/MGA/BAP1/ASXL2/DCAF7/SKP1/MAX/FBRSL1/JARID2/SUZ12/EZH2/L3MBTL2/HCFC1/PHF1/TEX10/EPOP/CBX8/USP16/SFMBT2/FOXK2/RYBP/BCORL1/CBX6/E2F6/ASXL1/USP45/FBRS/WDR5B/PCGF3",39
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","50/2256","117/9382",0.427350427350427,1.77721706977026,4.75974576342214,5.8677973125969e-06,8.5632978375478e-05,8.5632978375478e-05,"H2AJ/HDAC2/RBBP4/MORF4L2/CHRAC1/VPS72/UCHL5/KAT5/BAZ1B/MEAF6/BRD9/DPF2/BRD7/ACTR6/ARID1A/BICRAL/ACTB/PBRM1/H2AZ2/CECR2/H2AC6/ACTR8/GATAD2A/CHD3/SMARCA4/BRD8/MCRS1/ARID1B/EP400/BAZ1A/INO80C/ING3/SMARCC2/BCL7A/GATAD2B/BPTF/SMARCA2/YEATS4/PHF6/NFRKB/BICRA/ACTG1/ACTL6A/TRRAP/SRCAP/SMARCD2/MTA1/BCL7B/MACROH2A1/SMARCD1",50
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","58/2256","142/9382",0.408450704225352,1.69861901907901,4.71975872333708,6.09921498400841e-06,8.5632978375478e-05,8.5632978375478e-05,"TGFB1/SOCS3/IL1A/RELA/MAP3K7/OSCAR/IL1R1/ATP2A2/MAPK11/CYLD/MAPK13/IFNGR1/IKBKB/IKBKG/SPI1/AKT2/SQSTM1/MAP2K7/SYK/TMEM64/LILRA1/FOSL2/CYBA/CREB1/STAT2/FOSL1/MAPK14/ITPR2/FCGR1A/FOS/IL1B/JUND/FCGR2B/TYK2/CSF1/ATP2A3/RAC1/MAPK1/TNF/ITPR1/LILRB2/LCP2/SOCS1/IFNGR2/AKT1/IRF9/NFKB2/RELB/PPARG/MAPK12/NFKBIA/PPP3CB/LILRB4/GAB2/FCGR2C/FCGR3B/ATP2A1/IFNB1",58
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","76/2256","201/9382",0.378109452736318,1.57243922232808,4.61587059215834,7.62539030698757e-06,0.000102942769144332,0.000102942769144332,"RXRB/HDAC2/GADD45A/BCL2A1/RELA/CEBPB/IGF1R/CD40/MET/DOT1L/CSF2/FUS/KMT2A/TFE3/PML/HHEX/SPI1/TRAF1/MAX/REL/MYC/BAIAP3/NCOR1/DUSP6/MAF/ID2/FLT3/BAX/GADD45G/H3-3B/RUNX1/PLAU/MEF2C/FCGR1A/POLK/CCND2/EWSR1/CEBPA/BCL6/NFKBIZ/SP1/CDKN1A/H3-3A/LDB1/CEBPE/CDKN1B/CCNT1/PER2/CCNA1/DDX5/BIRC3/ATM/JMJD1C/CDK9/IL1R2/ZBTB17/AFF1/ATF1/MLLT1/CD14/MMP9/ZEB1/CXCL8/NR4A3/PPARG/ASPSCR1/RARA/PDGFA/DDIT3/FLT1/ITGB7/GADD45B/TP53/ZBTB16/FLI1/IL6",76
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","42/2256","94/9382",0.446808510638298,1.85813716613852,4.7046870701323,8.51382355686245e-06,0.000109665642435409,0.000109665642435409,"CXCL1/CCL20/RELA/MAP3K7/TAB3/CEBPB/CCL2/CXCL3/CSF3/CSF2/MAPK11/TNFAIP3/MAPK13/CXCL5/IKBKB/IKBKG/HSP90B1/CCL7/CXCL2/LCN2/MAPK6/FOSL1/MAPK14/FOS/IL1B/JUND/TRAF4/IL17RB/IKBKE/PTGS2/MAPK1/TNF/SRSF1/MAPK7/MMP9/CXCL8/HSP90AA1/MAPK12/NFKBIA/CXCL6/TRAF3IP2/IL6",42
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","66/2256","169/9382",0.390532544378698,1.62410298375928,4.60649158612056,8.74825637661384e-06,0.000109665642435409,0.000109665642435409,"MAP1LC3B/ATG3/LAMP1/MAP3K7/IGF1R/BCL2/VPS33A/MTMR14/AKT1S1/ATG4C/PRKACB/RPS6KB2/PTEN/VPS41/DDIT4/NRAS/AKT2/SQSTM1/STX7/ATG4D/PRKAA1/MAP1LC3A/RAB33B/BIRC6/PPP2CA/RRAGD/WDR41/ATG2A/SUPT20H/GABARAPL1/MAP1LC3B2/PPP2CB/PLEKHM1/YKT6/ZFYVE1/MTOR/VPS11/MAPK1/TP53INP2/ATG101/CTSD/ITPR1/CTSL/RRAS2/EIF2S1/GORASP1/PIK3C3/AKT1/NBR1/SMCR8/HIF1A/RAF1/EPG5/VPS16/VPS18/WDR45B/UBA52/STX17/GORASP2/WIPI1/RAB1A/ERN1/PRKCD/CTSB/RPS6KB1/ULK1",66
