"STRING_ID","Degree","Betweenness","gene"
"9606.ENSP00000338812",3,968.372098133715,"C1QTNF6"
"9606.ENSP00000339328",38,5388.91309108427,"PLAUR"
"9606.ENSP00000339626",4,1880.28328913057,"SLC35E4"
"9606.ENSP00000339764",3,1612.79350668029,"PRDM8"
"9606.ENSP00000339850",5,668.76447778619,"DPYSL4"
"9606.ENSP00000339916",4,960.640589799543,"LIMK2"
"9606.ENSP00000339992",17,2396.72734437008,"MYB"
"9606.ENSP00000340937",6,118.536230499393,"COL17A1"
"9606.ENSP00000340975",3,126.043054870078,"SOWAHD"
"9606.ENSP00000341219",3,11.1501221450175,"CECR2"
