"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KCTD21",102.825123872401,-1.23252993298519,0.219089838201501,-5.62568279342835,1.84775620441121e-08,7.11884992965166e-07
"NUDT7",10.1615080169916,-1.2312606205832,0.473594917422872,-2.59981806241347,0.00932731972187097,0.0338791955200029
"RMI1",81.881204592249,-1.22918449731703,0.253062537556452,-4.85723611715079,1.19035617303117e-06,2.08582106529848e-05
"MANEA",103.532305876525,-1.22216223031059,0.285167481188886,-4.28576998055773,1.82107337913237e-05,0.000200520413191131
"KCNE1B",16.142648945119,-1.21748479261271,0.465033832473467,-2.61805638126808,0.0088432192362416,0.0325047073431028
"CD160",11.0673041137443,-1.21739347338377,0.457044103440731,-2.66362362892107,0.00773040002872731,0.029184100679881
"GPR82",15.4757719646484,-1.21430293892938,0.488590602010093,-2.4853178385619,0.012943581221274,0.0442144009622915
"PKP2",77.6395211627856,-1.21397321626728,0.257307683433746,-4.71798276703955,2.38194665163675e-06,3.68829551839378e-05
"JPT2",158.326603276951,-1.21242953334522,0.229489130076498,-5.28316758593783,1.26969143159841e-07,3.31122160187901e-06
"HSD17B1-AS1",13.4515667477116,-1.21185306262022,0.46474307592597,-2.60757636938579,0.00911857272839895,0.033276820852942
"VTN",7.23118006212039,-1.21075629109875,0.45506310269655,-2.6606338416018,0.00779937224398397,0.0293512739371953
"ZNF436",87.9012533073072,-1.21011548645324,0.2225277241259,-5.43804369188888,5.38687663826188e-08,1.6858088679529e-06
"ZNRD1ASP",31.4049043422445,-1.20470062937736,0.37941483119497,-3.17515429110439,0.00149756849634781,0.00769180156575073
"LGI2",23.4127284644855,-1.20418507935279,0.313409764421318,-3.84220664463409,0.000121933108215986,0.000966256234720906
"EPHB4",134.893788387555,-1.20398513474391,0.257434624749348,-4.67685780774895,2.91304098926308e-06,4.35199540757746e-05
"TTC9C",150.204561414025,-1.20341634580165,0.201884534051227,-5.96091400194277,2.50830955365275e-09,1.39386996317937e-07
"MRFAP1L1",339.800736128894,-1.20339510874808,0.202459819872122,-5.9438712802776,2.78368220883201e-09,1.51388180613248e-07
"C1DP5",9.99045188472243,-1.20165208660657,0.43052816872997,-2.79111141589496,0.00525273875629816,0.0212709089522921
"ZNF599",11.1501246382022,-1.19658955752263,0.396553181078064,-3.01747562399977,0.00254889539794222,0.0118127295683277
"ZNF850",24.4480949661183,-1.19376598394447,0.377188104039383,-3.16490889071048,0.00155131519382184,0.00791769969310269
"ZNF248",42.4791892327521,-1.19095112897821,0.35603949544749,-3.3449972382456,0.000822833897249685,0.00468370353455494
"GRIN3A",29.1857701276346,-1.19089894822548,0.296162858201474,-4.0210948646887,5.79282688447031e-05,0.000523202258051552
"LRIF1",55.2423214062822,-1.19033514504929,0.256053744371646,-4.64877070230064,3.33919170457678e-06,4.89437153872149e-05
"ZNF616",27.67663334375,-1.18489639470598,0.453313060373302,-2.61385893830241,0.008952599065746,0.0328188372656755
"ZNF48",53.5964018871869,-1.1834678341829,0.266528649728558,-4.44030251677705,8.98325077565106e-06,0.000112684515171002
"SEPHS2",733.209592583764,-1.17685506840566,0.194156306992042,-6.06137954845783,1.34958937754684e-09,8.41747388695125e-08
"CLIP3",10.2399571674766,-1.17667119754857,0.471422430424947,-2.49600172076645,0.0125601992238568,0.0431400666378232
"RRN3P2",6.68902307706812,-1.17454089779608,0.483003569859589,-2.43174372010859,0.0150263351702837,0.049877602113221
"TCEANC2",267.985926425012,-1.17241581903132,0.208426573714916,-5.62507840595672,1.85423734579691e-08,7.12842365825975e-07
"ZNF696",81.166248522058,-1.17229011619649,0.220836564121787,-5.3084058831399,1.10588163610115e-07,2.98437467848296e-06
"C14ORF119",160.373086472468,-1.17154222121618,0.255022673770115,-4.59387474806354,4.35090588303702e-06,6.13529321277584e-05
"ADAMTS5",147.236520226537,-1.16256628495,0.312509271865847,-3.72010173653044,0.000199142542846841,0.00144343952836325
"ELOVL3",16.5976796903077,-1.16113738777791,0.403662011931507,-2.87650894425737,0.00402100799578422,0.0170615462960987
"TIGD3",45.3268229405119,-1.16015178962064,0.255002008416064,-4.54957902812954,5.37533438090682e-06,7.31948203714625e-05
"TMOD4",21.8266517078218,-1.15919333549233,0.384594093314137,-3.01406952328178,0.0025776872917918,0.0119028697672747
"ZNF71",110.931023337838,-1.15766516149789,0.228205310752638,-5.07291069467151,3.9177639060161e-07,8.19285727497247e-06
"UNG",35.6175166336328,-1.15466996108113,0.361824753413652,-3.19124092585525,0.00141663096193681,0.00733735862341138
"CBY1",10.6953873551814,-1.15415649556752,0.411979812486945,-2.80148798699717,0.00508675349517895,0.0207257900518506
"PLEKHA8P1",51.1334728704803,-1.15359609952498,0.304692896391,-3.78609450101724,0.000153033496300431,0.00115826733630339
"TAS1R1",11.4798701757861,-1.15302053146721,0.430647104918229,-2.67741386926574,0.007419292551845,0.0282400292958803
"ZBTB6",98.3712059558546,-1.15100211142502,0.269883345693556,-4.26481340842702,2.000693292345e-05,0.000216031276930085
"DNAAF10",15.7247867997476,-1.15068438743088,0.403992369681498,-2.84828247706279,0.00439558904197038,0.0183894375957742
"UGDH",178.099028402697,-1.14978847483913,0.205162525773601,-5.60428114492964,2.09121035214255e-08,7.78768481451333e-07
"TCF7L1",15.3214362542617,-1.14944514647529,0.387905266553205,-2.96321098367358,0.00304447813830502,0.0136211188941773
"TXNIP",27939.9433592812,-1.14834351083981,0.202932188514013,-5.65875487397364,1.52475149171602e-08,6.01737104186512e-07
"ABHD10",215.705817210582,-1.1468405984447,0.164230297217129,-6.98312441661396,2.88686533795899e-12,5.20160645439521e-10
"SLC33A1",42.1857494467552,-1.14417077458089,0.282051409734262,-4.05660363711312,4.97914740857858e-05,0.00046235310501939
"LINC02724",67.5160692273797,-1.14298789836641,0.288331160152185,-3.96414975670034,7.36580035395825e-05,0.000637511628888439
"LAMB1",19.902437316609,-1.1405344251262,0.307898131047852,-3.70425900684973,0.000212009553487221,0.00151965115395777
"UGDH-AS1",14.6679479360144,-1.13898069355621,0.381234179028611,-2.98761432266737,0.00281164116733349,0.0127618460923397
"LINC01534",11.7615425130077,-1.1376751938054,0.398065485631426,-2.85801013871066,0.00426306770109197,0.0179350475594525
"MTFMT",96.2839646182708,-1.13565418291607,0.220601543778714,-5.14798837516408,2.63294805090778e-07,6.00759165558967e-06
"ZNF786",82.3265642324696,-1.13290261664218,0.250694169884538,-4.51906247825372,6.21140647146576e-06,8.28930141267555e-05
"ORC2",148.813319941315,-1.1266657234797,0.17182747859895,-6.55695894897794,5.49161226726904e-11,6.48737613400961e-09
"CCDC138",22.8066879476571,-1.12537830194182,0.249749458876621,-4.50602899002785,6.60520672627486e-06,8.66988061687204e-05
"ZNF132",12.2606504869475,-1.12523888095601,0.447185871739563,-2.51626661767914,0.0118605422221751,0.04120726503313
"MARS2",63.539179747698,-1.12412845087194,0.237157780837487,-4.7400024022077,2.1371568511816e-06,3.35961934569922e-05
"NEB",35.7452289552529,-1.12225171938142,0.294788717690674,-3.80696971096097,0.000140679967238421,0.00108540192716218
"FAM90A1",19.4806805047361,-1.1213512728521,0.371237956308057,-3.02057279919296,0.00252297049416401,0.0117329437358858
"NHSL2",1623.49934232312,-1.12113524442176,0.194371722527795,-5.76799562118115,8.02198898115964e-09,3.69002259365077e-07
"LRRC69",8.21019018047522,-1.11993772975214,0.396327018554394,-2.82579202860587,0.00471638747646269,0.0194927988427112
"METTL18",19.8578316616137,-1.11956066979313,0.332512918418445,-3.36696894399826,0.000759992464506426,0.00439583190073464
"PTCD2",63.1323762448176,-1.11822767803744,0.214227398409173,-5.21981635561682,1.79100635896169e-07,4.32313551165881e-06
"HSPA1L",42.353734107763,-1.11743043996923,0.243175068701869,-4.59516859986659,4.32399503265992e-06,6.10700106037907e-05
"CEP295NL",62.7708726431521,-1.11707853703794,0.391628362877024,-2.8523943690685,0.00433912310070155,0.0181992188738101
"ERCC4",78.1789445611717,-1.11687404922797,0.221877209720863,-5.03374839909458,4.80980866776938e-07,9.78305211125088e-06
"HSPE1P18",66.8352253780709,-1.11478266373274,0.29232753991475,-3.81347123181702,0.000137028482577436,0.00106413324867928
"FAT2",16.9281473004628,-1.11329112950252,0.382699727577124,-2.9090460464939,0.00362533459315928,0.0156962908914503
"ZKSCAN3",49.2393563041427,-1.11099263885675,0.317750812262955,-3.49642737635979,0.000471532826462575,0.00295129914331208
"CTTNBP2NL",139.068027353931,-1.11030405891612,0.208408228173202,-5.32754425604241,9.95495278262181e-08,2.72356514933141e-06
"FLT3",371.103960120134,-1.10747740605232,0.291932986063552,-3.79360147335743,0.00014847791265795,0.00113282677758448
"MEGF9",7952.7567580118,-1.10743195319303,0.201654303275321,-5.49173479169965,3.98004750492536e-08,1.32108509011342e-06
"TTC30B",22.5644055754571,-1.10669411062797,0.347343194942331,-3.18616897276976,0.00144170367418872,0.00744560224093181
"CASP8AP2",312.584953155272,-1.10576013713528,0.18626595933402,-5.93645849777837,2.9124459680995e-09,1.56523346460548e-07
"MIS18BP1",1911.109947058,-1.10564538941516,0.149585790535696,-7.39137979252992,1.45312899717768e-13,3.98783308487008e-11
"WDCP",27.2395509377623,-1.10437097916236,0.379866752169427,-2.90725885552046,0.00364611342312509,0.0157632988952267
"PCGF6",76.0825494987689,-1.10374122661873,0.226837485094718,-4.8657796843315,1.1400646199751e-06,2.01152054313708e-05
"TLR5",635.808026528385,-1.10085545232676,0.230818254042456,-4.76936045155367,1.84811715540113e-06,3.00503620730878e-05
"FASTKD1",187.520328259107,-1.10048008990713,0.176404671652767,-6.23838404956361,4.42114146895181e-10,3.48957174881249e-08
"TNFSF10",2324.31631954077,-1.10040501432841,0.250575961155392,-4.39150271739757,1.12569928526132e-05,0.000135220362629572
"KCTD1",20.5535575172128,-1.0978008745558,0.431734922380831,-2.54276598358527,0.010997885951609,0.0387478351974722
"FOS",130558.345217043,-1.09714799542581,0.256910288752947,-4.27054907279662,1.94992308516011e-05,0.000211573771247482
"EHHADH",23.1989872984036,-1.09600959558436,0.310632331539244,-3.52831783527946,0.000418209682310211,0.00267097182708541
"FAM78A",1913.94771452692,-1.09403525869442,0.182811998205427,-5.98448279890821,2.17078527726247e-09,1.23319961069452e-07
"PPP1R26P1",11.8570280739895,-1.09182559312793,0.376968643384126,-2.89633000592935,0.00377555135035364,0.016201175123312
"ZNF624",58.2010713954908,-1.08903737612009,0.258909060183572,-4.20625440974504,2.59637943073223e-05,0.000268488210350154
"HCG11",247.97089033793,-1.08898079375216,0.219480424705507,-4.96163061108217,6.99038400277672e-07,1.33505856361382e-05
"CARD8-AS1",254.795896171366,-1.08785815246452,0.186293378803028,-5.83948908680613,5.23611461481255e-09,2.59449479163962e-07
"BTN2A3P",66.561466465824,-1.08692865972617,0.258677388954401,-4.20186961109993,2.64719600070579e-05,0.000272479412928967
"SLC5A9",20.8713757339372,-1.08621488489238,0.352489638386163,-3.08155124747921,0.00205925025883715,0.00998176796661332
"BRD8",423.908342521457,-1.08282536960566,0.179881629290675,-6.01965511361864,1.74789088966858e-09,1.04627106341974e-07
"GPR88",15.5152152100688,-1.0797430432083,0.4054240977385,-2.66324337707409,0.00773914171807352,0.0292109204331349
"MAGEF1",107.530259229456,-1.0765866563228,0.310391668208226,-3.46847794767664,0.000523415482719688,0.00321511204571412
"COLEC12",50.8645805487115,-1.07542147466611,0.418130885576732,-2.57197330252888,0.0101120689260938,0.0361771130171803
"ZNF74",104.003306316962,-1.07465838927579,0.238913353120205,-4.49810935739155,6.85604313246538e-06,8.95956757486575e-05
"MYB",41.1483070375325,-1.07414311322996,0.307020783329652,-3.4986006536132,0.000467706518814389,0.00293053204213649
"KCNAB1",15.2439457028665,-1.0694484469089,0.358239288371845,-2.98529078641659,0.00283308863430836,0.0128395922405469
"ZW10",150.536004711158,-1.0685398683298,0.15618464089278,-6.84151695212682,7.8358929667994e-12,1.27396759035969e-09
"RPL11P3",20.7829590716141,-1.06580421852217,0.368799378306823,-2.88992954222248,0.00385328179500558,0.0164673791708935
"LIPT2",15.9430754501785,-1.06461642507452,0.391240785655486,-2.72112843064369,0.00650594796569938,0.0254223657857931
"NMNAT1",156.212979222319,-1.0618066753404,0.211897921898621,-5.01093482100499,5.41662599929788e-07,1.08199075672425e-05
"FOXRED2",115.398339086118,-1.06030697751287,0.315696278723299,-3.35862995218328,0.000783298819122817,0.00450870743320839
"SAP30",189.973200799405,-1.05963871778725,0.235129685171586,-4.50661394376459,6.58703202873565e-06,8.65876767344043e-05
"NUDCD1",131.405438159985,-1.05731003799093,0.242177172548504,-4.3658534240223,1.26627375709571e-05,0.000149588021715718
"GPSM2",80.2497171870249,-1.05714876537755,0.253232341950707,-4.17461986582794,2.9848403099532e-05,0.000300981240525411
"ZNF28",71.1101160859318,-1.05375445062536,0.274946994826441,-3.83257307936949,0.000126809911334125,0.000996930453229669
"LIN9",27.0174940699914,-1.04700698689679,0.236262653914321,-4.43153824589001,9.35632130826796e-06,0.000116136263743543
"ATP8B1",29.8968893850563,-1.04608362595087,0.340039409216733,-3.07635996768869,0.00209544702875991,0.0101077836936234
"RXFP2",154.342084484179,-1.04462070454023,0.250443325533132,-4.17108622206838,3.03151121505031e-05,0.000304997727321305
"DAXX",624.016205957234,-1.04359249477397,0.170793890562496,-6.11024487665797,9.94783834512727e-10,6.54795352030923e-08
"ZNF519",18.6651761235335,-1.04105010362795,0.339647149854922,-3.06509300629382,0.00217602317112959,0.0104064078623618
"POP1",57.473508078512,-1.04090470298885,0.215421994903191,-4.83193326408765,1.35213583201701e-06,2.32140509831757e-05
"MED20",116.216856674795,-1.04074888586357,0.222583837546806,-4.6757612652119,2.92865153807957e-06,4.37165574362036e-05
"CBR4",114.293058028767,-1.03956886401523,0.196708100536616,-5.28482996470052,1.25821568937633e-07,3.29091663740396e-06
"ZNF22",66.3274720978828,-1.03891656070093,0.259204026833968,-4.00810347505289,6.12083028376917e-05,0.000545916853009372
"FIGNL1",43.6677711526085,-1.03818696672867,0.272601210772795,-3.80844591183408,0.000139842926407047,0.00108034565666908
"POLR2J2",24.2957277995173,-1.03708432939014,0.37649724813521,-2.75456018477377,0.00587710797118701,0.0233279599443778
"MAP7",85.5083475059394,-1.03687060489012,0.352768483810597,-2.93923820430292,0.00329020097472177,0.01448946593507
"RWDD3",9.29403070095746,-1.03113239706321,0.393497635575445,-2.62042844439281,0.00878193577630559,0.0323060776196616
"XRRA1",90.7185416000853,-1.02851358493311,0.275070431759846,-3.73909176043709,0.000184686309020652,0.00136133652078942
"SOS1",697.176932269173,-1.02765532378026,0.185511263411161,-5.53958452378497,3.03190085661355e-08,1.05425043821194e-06
"DPH6",50.1134048189155,-1.02567203936164,0.225916978432178,-4.5400396485453,5.62436509018877e-06,7.61209593920995e-05
"DCLRE1B",219.400471486778,-1.02551696854513,0.175997631644026,-5.82687936744144,5.64734025154705e-09,2.76750701667847e-07
"CHCHD4",115.481110149044,-1.0250655267822,0.17700643878562,-5.7911199943619,6.99186001951751e-09,3.3170425273445e-07
"TUBD1",52.0960352829504,-1.02493147035467,0.260744256299951,-3.93079212903401,8.46664510871032e-05,0.000713405835848723
"PHF6",189.419151710007,-1.0249276363497,0.177470219929983,-5.77520914074519,7.68575593857595e-09,3.57959567708401e-07
"TRMT13",62.2010367700455,-1.02433459290769,0.27261377393893,-3.75745721908077,0.000171648700563172,0.00127897640795566
"PGBD1",15.5637731773243,-1.02070099661645,0.383608197435035,-2.66079036746682,0.00779574767467471,0.0293500521361012
"CMTR2",211.879261418003,-1.02017374587573,0.238855431708389,-4.27109293089566,1.94517324296034e-05,0.000211186855191276
"PRR14L",1266.79775609024,-1.01880803629143,0.165320506256943,-6.16262349637369,7.1549489514539e-10,5.02480233842656e-08
"MCM3",333.224687978062,-1.01880548428372,0.216162733895969,-4.71314118729657,2.4392706082543e-06,3.75424582485248e-05
"IMP3",60.5526815833658,-1.01793727257126,0.239325160419787,-4.25336504856302,2.10581866462221e-05,0.000225066466983409
"ZMYM1",92.1862920800413,-1.01763867687656,0.197380221830446,-5.15572769874953,2.52647821467462e-07,5.80016967739586e-06
"RIC8B",87.7963703145646,-1.01644321439317,0.161551425651803,-6.29176257833801,3.13881311683343e-10,2.59213649898494e-08
"NNT-AS1",40.8290865336864,-1.01590992432414,0.236379769880071,-4.29778709421525,1.7251174332763e-05,0.000191610490503005
"PRKCI",229.042816680375,-1.01500583110217,0.141699103785739,-7.16310692152958,7.88687861009691e-13,1.69501374273384e-10
"MOSPD2",577.855426815184,-1.01473651266222,0.284114238640846,-3.57157922642859,0.000354835173306504,0.00232618516039744
"BLOC1S5",83.4449653816017,-1.01388111111374,0.203301998660533,-4.98706907848303,6.13021514491545e-07,1.19902168591011e-05
"ENTPD3-AS1",19.6581208006179,-1.01358174644173,0.351881253971882,-2.88046531322958,0.00397088643445704,0.0168730406474884
"HSPH1",572.631211082354,-1.0133800171235,0.249237177597189,-4.06592638744009,4.78420363903616e-05,0.00044751245156333
"ACSM1",13.713353075756,-1.01309057235424,0.358019379553911,-2.82970875380138,0.00465903946575298,0.0193049816469458
"NAGS",33.1550428190657,-1.01031388250564,0.272800602136274,-3.70348846224671,0.000212654857447314,0.00152281708034733
"PRMT6",162.549507358022,-1.00992184346953,0.242870035288557,-4.15828095989541,3.20651494136494e-05,0.000319362442903785
"MBLAC2",33.7921227196951,-1.00931325035712,0.338529000886873,-2.9814676075401,0.00286870393230973,0.0129878022194266
"GIN1",33.1060198711443,-1.00898706397646,0.311618778965721,-3.2378891520124,0.00120417586733442,0.00641771410860812
"MAPKAPK5-AS1",204.784691753669,-1.00883229166488,0.176371230364576,-5.71993680363589,1.06563681025653e-08,4.56943014936441e-07
"EEF1AKMT1",21.5925853173996,-1.00843044457341,0.320351706113017,-3.14788535640776,0.00164456178532168,0.0083056888806818
"STPG4",8.63290290401448,-1.00785924486789,0.338068858748922,-2.98122473805376,0.00287098016186782,0.0129924908706706
"C5ORF51",204.914220138418,-1.00781876173014,0.162947994996419,-6.18491047866094,6.21377221945188e-10,4.45145658034468e-08
"CECR2",37.3814252986292,-1.00582296953166,0.253824766402341,-3.96266677908535,7.41171962511042e-05,0.000640553559460851
"EXD2",112.238085365212,-1.00248620756307,0.2259067323203,-4.43761103206832,9.09628031628211e-06,0.000113309670587877
"ZNF775",42.8473288221675,-1.00168741976215,0.308731791478262,-3.24452306957405,0.00117647487203795,0.00630019776866195
"EEA1",815.144449632728,-1.00158891561505,0.160351577966991,-6.24620554604855,4.20543682517598e-10,3.33407031499952e-08
"PRIMPOL",97.983183591233,-1.00079346854639,0.162605878137269,-6.15471888231212,7.52107840054893e-10,5.26121554937223e-08
